symbol,entry_bar,exit_bar,entry_time,exit_time,direction,outcome,entry,tp1,tp2,sl,gross_r,net_r,cost_r,mtf_score,volume_ratio,rsi,eff_ratio,vol_atr_pct,vol_ratio_regime,adaptive_pack,adaptive_reason,risk_mult,quality_score,trend_score,volatility_score,entry_quality_score,portfolio_risk_score,session,trend_1h,trend_4h,entry_source,signals,score_tags,premium,knn_score,swing_trend
LTCUSDT,80113,80118,1775927700,1775933100,LONG,TRAIL,54.755,55.41206,56.06912,54.09794,1.1364812987569881,0.8864812987569886,0.24999999999999953,16,2.34,69.13,0.2769230769230771,0.0025505567457700584,1.739479700618405,base,adaptive disabled,1.0,78.6,60,93,90,80,OFF_HOURS,neutral,bullish,FVG,BOS bullish | Vol 2.3x | FVG | ChoCH | Engulfing | Zone:FVG | MTF 16,BOS+2 | BodyStrong+1 | 1hN+1 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF_HOURS | NestedOB_1h+2,0,0.5,bear
LTCUSDT,80114,80118,1775928600,1775933100,LONG,TRAIL,54.755,55.41206,56.06912,54.09794,1.1352054420027866,0.8852054420027871,0.24999999999999953,14,4.09,71.32,0.2769230769230771,0.0027918762731694463,1.9040596183050928,base,adaptive disabled,1.0,70.6,60,83,70,80,OFF_HOURS,neutral,bullish,FVG,BOS bullish | Vol 4.1x | FVG | ChoCH | Zone:FVG | MTF 14,BOS+2 | 1hN+1 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | NestedOB_1h+2,0,0.425,bear
WLDUSDT,80120,80145,1775934000,1775957400,LONG,SL,0.2947,0.303541,0.312382,0.285859,-1.0,-1.0999999999999994,0.09999999999999952,15,1.93,71.61,0.45565749235473996,0.014675342250330861,1.7954962220480848,base,adaptive disabled,1.15,84.5,90,100,70,80,DEAD_ZONE,bullish,bullish,FVG,BOS bullish | Vol 1.9x | FVG | ChoCH | Engulfing | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+1 | TrendPairRisk:1.15,0,0.475,range
ACTUSDT,49580,49592,1775936700,1775948400,LONG,SL,0.012494,0.012717,0.01279,0.01234407,-1.0,-1.2499966651103858,0.24999666511038565,14,2.93,65.78,0.3636363636363593,0.0032036238305274013,1.1167298824903116,base,adaptive disabled,1.15,80.0,60,100,90,80,DEAD_ZONE,neutral,bullish,FVG,BOS bullish | Vol 2.9x | FVG | ChoCH | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | BodyStrong+1 | 1hN+1 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:DEAD_ZONE | QualityRisk:1.15,0,0.6,bear
BCHUSDT,80145,80145,1775956500,1775957400,SHORT,TP2,437.3,432.0524,426.8048,442.5476,2.0000000000000107,1.7500000000000095,0.2500000000000011,17,2.14,37.46,0.2622950819672124,0.004826994823097341,2.3469921495419994,base,adaptive disabled,1.15,83.7,90,81,80,80,OFF_HOURS,bearish,bearish,OB,BOS bearish | Vol 2.1x | FVG | OB | ChoCH | BearWick | StrongTrend1h | Zone:OB | MTF 17 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | OB+1 | ChoCH+1 | BearWick+1 | Zone:OB+1 | Sess:OFF_HOURS | Strong1h+1 | QualityRisk:1.15,0,0.625,bear
BICOUSDT,80147,80166,1775958300,1775976300,SHORT,TRAIL,0.02255,0.02195049,0.02135098,0.02314951,1.0327540619036,0.9199119074774855,0.11284215442611448,17,5.99,29.83,0.4140127388535031,0.010863800734719438,2.4682555377920723,base,adaptive disabled,1.0,78.0,60,90,90,80,OFF_HOURS,neutral,bearish,FVG,BOS bearish | Vol 6.0x | FVG | LiqSweep | ChoCH | Engulfing | Zone:FVG | MTF 17,BOS+2 | BodyStrong+1 | 1hN+1 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | LiqSweep+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF_HOURS | NestedOB_1h+2,0,0.6,range
BICOUSDT,80166,80183,1775975400,1775991600,SHORT,TRAIL,0.022115,0.02145155,0.0207881,0.02277845,1.1257486052060282,1.025748605206028,0.10000000000000009,14,9.75,29.18,0.4081632653061271,0.008627047016387826,1.91951796977335,base,adaptive disabled,1.0,82.5,90,90,70,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 9.8x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 14,BOS+2 | 1h+2 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+1,0,0.55,range
BCHUSDT,80192,80230,1775998800,1776033900,SHORT,TRAIL,424.45,419.3566,414.2632,429.5434,0.6444597775981267,0.3944597775981282,0.24999999999999847,16,4.74,34.55,0.2765957446808575,0.0033898394968022772,1.3124842197167261,base,adaptive disabled,1.0,83.1,90,93,70,80,NEW_YORK,bearish,bearish,FVG,BOS bearish | Vol 4.7x | FVG | ChoCH | Engulfing | Session:NEW_YORK | StrongTrend1h | Zone:FVG | MTF 16,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:NEW_YORK | Strong1h+1,0,0.55,bull
RESOLVUSDT,29382,29388,1776004200,1776010500,LONG,TRAIL,0.040495,0.04170985,0.0429247,0.03928015,1.0898913942741353,0.9898913942741355,0.09999999999999973,16,1.87,65.39,0.20173535791757044,0.011377525199003589,1.177573861090962,base,adaptive disabled,1.25,75.3,90,84,50,80,NEW_YORK,bullish,bullish,FVG,BOS bullish | Vol 1.9x | FVG | ChoCH | Engulfing | BullWick | Session:NEW_YORK | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.25,BOS+2 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | BullWick+1 | Zone:FVG+1 | Sess:NEW_YORK | Strong1h+1 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0.475,bull
RESOLVUSDT,29385,29388,1776006900,1776010500,LONG,TRAIL,0.040495,0.04170985,0.0429247,0.03928015,1.0877233308063128,0.987723330806313,0.09999999999999973,17,2.79,61.47,0.24183006535947654,0.011702779351803408,1.2337193210619064,base,adaptive disabled,1.15,88.3,90,89,90,80,NEW_YORK,bullish,bullish,FVG,BOS bullish | Vol 2.8x | FVG | ChoCH | BullWick | Session:NEW_YORK | StrongTrend1h | Zone:FVG | MTF 17 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:NEW_YORK | Strong1h+1 | TrendPairRisk:1.15,0,0.425,bull
