symbol,entry_bar,exit_bar,entry_time,exit_time,direction,outcome,entry,tp1,tp2,sl,gross_r,net_r,cost_r,mtf_score,volume_ratio,rsi,eff_ratio,vol_atr_pct,vol_ratio_regime,adaptive_pack,adaptive_reason,risk_mult,quality_score,trend_score,volatility_score,entry_quality_score,portfolio_risk_score,session,trend_1h,trend_4h,entry_source,signals,score_tags,premium,sniper,knn_score,swing_trend,mae_r,mfe_tp1,accel_ratio,buy_pressure,absorption,obv_agree,obv_strength,size_mult,signal_bar,zone_age_bars,bos_candles_ago,extension_atr,room_atr,tp1_beyond_level,entry_range_atr,run_bars
AAVEUSDT,286,310,1706440500,1706463000,LONG,SL,92.55,93.38720748,96.7360374,91.1546542,-0.7793766964432768,-0.8788681630030355,0.0994914665597588,15,2.85,59.27,0.3333333333333386,0.005197366360883029,1.3660163758233068,base,adaptive disabled,1.15,84.5,90,100,70,80,OVERLAP,bullish,bullish,FVG,BOS bullish | Vol 2.9x | FVG | ChoCH | Engulfing | Session:OVERLAP | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OVERLAP | Strong1h+1 | QualityRisk:1.15,0,0,0.675,range,1.1897,0.7525,0.0,-0.1496,1.812,-1.0,-0.3502,0.75,285,3,4,1.252,1.465,1,2.265,1
DOTUSDT,330,336,1706480100,1706486400,LONG,TRAIL,6.699,6.80408256,7.22441282,6.52386239,1.2308877491132473,1.136757080592077,0.0941306685211702,17,3.96,66.1,0.41697416974170187,0.008864960365871003,1.6858621770321043,base,adaptive disabled,1.15,74.0,60,100,70,80,DEAD_ZONE,neutral,bullish,FVG,BOS bullish | Vol 4.0x | FVG | MACD_Div | ChoCH | BullWick | Zone:FVG | MTF 17 | Risk x1.15,BOS+2 | 1hN+1 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | MACD_Div+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:DEAD_ZONE | NestedOB_1h+2 | RelStrengthRisk:1.15,0,1,0.6,bear,0.0228,1.2562,0.0,0.1007,2.013,1.0,0.1663,1.23046875,328,0,4,2.566,0.698,1,1.221,0
ADAUSDT,343,403,1706491800,1706546700,LONG,TRAIL,0.4943,0.50146454,0.53012269,0.4823591,1.0836527043132893,1.0021552355295293,0.0814974687837598,17,1.42,60.03,0.4971428571428527,0.006267066981112054,1.227593080510911,base,adaptive disabled,1.0,74.0,60,100,70,80,OFF_HOURS,neutral,bullish,FVG,BOS bullish | Vol 1.4x | FVG | ChoCH | Engulfing | BullWick | Zone:FVG | MTF 17,BOS+2 | BodyStrong+1 | 1hN+1 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | BullWick+1 | Zone:FVG+1 | Sess:OFF_HOURS | NestedOB_1h+2,0,0,0.675,bull,0.8877,1.5214,0.0,0.1871,1.941,-1.0,-0.0113,0.984375,343,0,2,0.876,1.861,1,0.693,0
AVAXUSDT,343,403,1706491800,1706546700,LONG,TRAIL,35.343,36.085203,39.054015,34.105995,1.2720209792175001,1.1841303542175003,0.08789062499999978,14,2.71,58.38,0.40109072880515856,0.01104359867789035,1.3949999775239634,base,adaptive disabled,1.25,74.0,60,100,70,80,OFF_HOURS,neutral,bullish,FVG,BOS bullish | Vol 2.7x | FVG | LiqSweep | ChoCH | Zone:FVG | MTF 14 | Risk x1.25,BOS+2 | 1hN+1 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | LiqSweep+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | QualityRisk:1.15 | RelStrengthRisk:1.25,0,0,0.6,range,0.8213,1.5427,0.0,0.0641,2.56,1.0,0.0534,1.5380859375,343,0,1,0.803,4.641,0,1.144,0
LINKUSDT,344,405,1706492700,1706548500,LONG,TRAIL,14.603,14.90417619,16.10888097,14.10103968,0.39610721814035066,0.36542431164586925,0.030682906494481462,16,2.84,69.01,0.6897810218978081,0.008448955166101642,1.3904291899582673,base,adaptive disabled,1.0,84.5,90,100,70,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 2.8x | FVG | ChoCH | Engulfing | BullWick | StrongTrend1h | Zone:FVG | MTF 16,BOS+2 | 1h+2 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | BullWick+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+1,0,0,0.475,bull,0.6973,1.1322,6.873,0.2081,1.868,1.0,0.1858,0.52734375,342,0,6,2.542,-1.0,0,1.021,0
SOLUSDT,344,352,1706492700,1706500800,LONG,TRAIL,96.58,98.60818,106.7209,93.1997,0.3401030711919187,0.3079602140490615,0.03214285714285723,14,1.91,61.94,0.4842767295597463,0.009859506119175717,1.2818672555757469,base,adaptive disabled,1.25,78.5,90,100,50,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 1.9x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.25,BOS+2 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+1 | QualityRisk:1.15 | RelStrengthRisk:1.25,0,0,0.6,bull,0.0325,1.1932,0.0,0.0475,2.055,1.0,0.3165,0.5625,343,0,1,0.903,0.433,1,1.1,0
BTCUSDT,351,403,1706499000,1706546700,LONG,TRAIL,42331.5,42837.28258539,44860.41292697,41488.52902434,0.3783364425006705,0.341262149747108,0.0370742927535625,15,2.14,69.63,0.719000892060644,0.0028278104834443853,0.989825880416966,base,adaptive disabled,1.15,80.0,60,100,90,80,OFF_HOURS,neutral,bullish,FVG,BOS bullish | Vol 2.1x | FVG | ChoCH | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | BodyStrong+1 | 1hN+1 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | NestedOB_1h+2 | QualityRisk:1.15,0,0,0.65,bull,0.6444,1.4123,7.383,0.2659,1.729,1.0,0.3622,0.369140625,350,0,1,1.103,1.925,1,1.071,0
AAVEUSDT,352,405,1706499900,1706548500,LONG,TRAIL,92.11,93.27965919,97.95829596,90.16056801,0.8836111848111226,0.7595808255883826,0.12403035922273994,17,2.12,60.34,0.1333333333333307,0.0037797708336468673,0.8387403669403924,base,adaptive disabled,1.15,78.0,60,75,100,80,OFF_HOURS,neutral,bullish,OB,BOS bullish | Vol 2.1x | FVG | OB | ChoCH | Zone:OB | MTF 17 | Risk x1.15,BOS+2 | BodyStrong+1 | 1hN+1 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | OB+1 | ChoCH+1 | Zone:OB+1 | Sess:OFF_HOURS | NestedOB_1h+2 | QualityRisk:1.15,0,0,0.65,range,0.9593,1.0601,0.168,0.1744,1.788,-1.0,-0.0141,1.3125,352,5,3,0.237,2.609,1,0.791,0
DOTUSDT,358,411,1706505300,1706553900,LONG,TRAIL,6.915,7.05531983,7.61659916,6.68113361,0.46743517676808344,0.44248703757629965,0.0249481391917838,13,2.39,68.19,0.4170854271356733,0.006238475996592344,1.0471510197359244,base,adaptive disabled,1.25,84.5,90,100,70,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 2.4x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.25,BOS+2 | 1h+2 | 4h+2 | Vol+2 | BTCok+1 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+1 | QualityRisk:1.15 | RelStrengthRisk:1.25,0,0,0.575,range,0.8979,1.5607,0.709,0.1094,1.838,1.0,0.1654,0.421875,354,2,3,1.254,-1.0,0,0.775,0
XLMUSDT,407,444,1706549400,1706583600,LONG,TRAIL,0.1155,0.11687534,0.12237672,0.11320776,0.3411345697661749,0.284448751527247,0.056685818238927835,14,2.32,68.36,0.612903225806452,0.0054767079479966065,1.5745535364182108,base,adaptive disabled,1.15,87.0,80,100,90,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 2.3x | FVG | ChoCH | Engulfing | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | BTCok+1 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF_HOURS | RelStrengthRisk:1.15,0,0,0.5,range,0.0436,1.0179,0.0,0.2089,1.63,1.0,0.3272,0.5625,406,0,1,1.422,0.406,1,1.016,0
ETHUSDT,427,497,1706567400,1706631300,LONG,TRAIL,2314.7,2333.08473677,2406.62368385,2284.05877205,0.880680487896752,0.7673674703615002,0.11331301753525178,13,1.89,70.51,0.6239476145930901,0.0035886427791473954,1.1002270288319822,base,adaptive disabled,1.15,78.5,90,100,50,80,DEAD_ZONE,bullish,bullish,FVG,BOS bullish | Vol 1.9x | FVG | ChoCH | Engulfing | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+1 | BTCok+1 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+1 | QualityRisk:1.15,0,1,0.6,bear,0.625,1.8037,0.0,0.0709,1.824,1.0,0.365,0.75,427,0,1,0.516,-1.0,0,0.939,3
SOLUSDT,432,439,1706571900,1706579100,LONG,TRAIL,101.34,102.71584572,108.21922859,99.0469238,0.3920292281573335,0.3423110809801922,0.049718147177141306,16,1.73,62.53,0.21153846153845918,0.006010186402873628,0.8888005068729113,base,adaptive disabled,1.15,75.5,90,85,50,80,DEAD_ZONE,bullish,bullish,FVG,BOS bullish | Vol 1.7x | FVG | ChoCH | Engulfing | BullWick | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | BullWick+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+1 | QualityRisk:1.15,0,0,0.625,range,0.157,1.0103,0.423,0.072,1.603,1.0,0.3828,0.5625,432,0,1,0.152,0.135,1,1.214,3
SUIUSDT,432,439,1706571900,1706579100,LONG,TRAIL,1.5547,1.58105008,1.6864504,1.5107832,1.0329247122581098,0.9798231656973401,0.05310154656076962,15,1.5,64.06,0.29155313351498485,0.008912554633184881,0.863403730145488,base,adaptive disabled,1.15,83.3,90,94,70,80,DEAD_ZONE,bullish,bullish,FVG,BOS bullish | Vol 1.5x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+1 | QualityRisk:1.15,0,0,0.525,range,0.2846,1.3586,0.0,0.0224,1.533,1.0,0.1824,0.75,431,3,4,0.816,1.233,1,0.942,0
AVAXUSDT,439,467,1706578200,1706604300,LONG,TRAIL,36.153,36.62081911,38.49209554,35.37330149,0.3807415441085953,0.3155366532463564,0.06520489086223888,17,2.32,58.33,0.15151515151514716,0.008160887771991018,1.1017198492218334,base,adaptive disabled,1.15,80.1,90,78,70,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 2.3x | FVG | LiqSweep | MACD_Div | ChoCH | StrongTrend1h | Zone:FVG | MTF 17 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | LiqSweep+1 | MACD_Div+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+1 | QualityRisk:1.15,0,1,0.475,bear,0.8862,1.3659,10.0,-0.0606,1.838,1.0,0.1206,0.703125,439,0,1,0.321,1.393,1,1.564,4
LINKUSDT,439,477,1706578200,1706613300,LONG,TRAIL,15.04,15.17422429,15.71112147,14.81629284,1.0032953952370838,0.8457233264664641,0.15757206877061958,16,2.74,63.86,0.39130434782608875,0.006331942100608524,1.1717219771191967,base,adaptive disabled,1.15,84.5,90,100,70,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 2.7x | FVG | LiqSweep | ChoCH | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | LiqSweep+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+1 | QualityRisk:1.15,0,1,0.575,bear,0.4917,1.2367,0.0,-0.023,2.197,1.0,0.0072,1.171875,439,0,1,0.882,-1.0,0,1.221,4
BTCUSDT,444,525,1706582700,1706656500,LONG,SL,43596.0,43994.99618542,45590.98092711,42931.00635763,-0.22156579305764404,-0.24922329431502718,0.02765750125738311,15,1.34,65.37,0.3417668583376936,0.004291138799755821,1.287684458177931,base,adaptive disabled,1.0,84.5,90,100,70,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 1.3x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+1,0,0,0.425,bull,1.0632,0.7832,2.806,0.0707,1.093,1.0,0.3377,0.2109375,444,0,6,1.59,-1.0,0,1.139,0
SOLUSDT,444,478,1706582700,1706614200,LONG,TRAIL,103.01,104.8119536,112.01976798,100.00674401,0.2762441514516075,0.247303998567737,0.028940152883870557,15,1.5,63.77,0.26315789473683904,0.008008254527962782,1.1797667721278555,base,adaptive disabled,1.15,82.7,90,91,70,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 1.5x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+1 | QualityRisk:1.15,0,0,0.7,bull,0.4162,1.0711,1.337,0.1571,1.314,1.0,0.2849,0.421875,444,0,6,1.634,-1.0,0,1.827,0
SUIUSDT,445,484,1706583600,1706619600,LONG,SL,1.6055,1.6392155,1.7740775,1.5493075,-0.9259465231125159,-0.9761697373982304,0.0502232142857144,16,2.24,66.4,0.41051028179741106,0.019694845330176347,1.9079381414839247,base,adaptive disabled,1.25,88.5,90,90,90,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 2.2x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+1 | QualityRisk:1.15 | RelStrengthRisk:1.25,0,0,0.575,bull,1.1425,0.875,2.867,0.1137,1.312,1.0,0.3993,0.87890625,444,2,5,1.866,-1.0,0,1.259,1
SUIUSDT,468,473,1706604300,1706609700,LONG,TRAIL,1.5993,1.6225928,1.71576398,1.56047867,0.5568195405129014,0.4795762441085793,0.07724329640432208,17,1.59,46.95,0.14072229140722395,0.010993696980743775,1.1694361935715993,base,adaptive disabled,1.15,82.7,90,76,80,80,LONDON,bullish,bullish,OB,BOS bullish | Vol 1.6x | FVG | OB | ChoCH | Discount | Session:LONDON | StrongTrend1h | Zone:OB | MTF 17 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | OB+1 | ChoCH+1 | Discount+1 | Zone:OB+1 | Sess:LONDON | Strong1h+1 | QualityRisk:1.15,0,0,0.575,range,0.219,1.0475,0.0,-0.0289,1.254,1.0,-0.0323,0.9375,468,15,6,1.484,3.066,0,0.935,0
AAVEUSDT,476,498,1706611500,1706632200,LONG,TRAIL,93.39,94.28204224,97.85021122,91.90326293,0.715436024290924,0.5898052024267733,0.1256308218641508,16,1.59,58.01,0.2539682539682588,0.0031059269261609784,0.8812361760508015,base,adaptive disabled,1.15,76.5,90,90,50,80,LONDON,bullish,bullish,FVG,BOS bullish | Vol 1.6x | FVG | ChoCH | Session:LONDON | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:LONDON | Strong1h+1 | NestedOB_1h+2 | QualityRisk:1.15,0,0,0.45,bull,0.8071,1.0986,1.185,0.158,2.011,1.0,0.1701,1.0,476,0,1,0.221,1.389,1,0.631,4
BTCUSDT,481,482,1706616000,1706617800,LONG,TRAIL,43435.0,43747.732,44998.66,42913.78,0.0,-0.10937499999999975,0.10937499999999975,15,1.3,61.74,0.3763500415397452,0.0022791224384184332,1.1216353921029354,base,adaptive disabled,1.15,78.5,90,100,50,80,OVERLAP,bullish,bullish,FVG,BOS bullish | Vol 1.3x | FVG | ChoCH | BullWick | Session:OVERLAP | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:OVERLAP | Strong1h+1 | QualityRisk:1.15,0,0,0.375,bull,0.0672,1.5141,2.808,0.2506,1.062,1.0,0.2116,0.65625,480,4,4,0.698,2.913,1,5.583,4
LINKUSDT,481,495,1706616000,1706629500,LONG,TRAIL,15.183,15.36854125,16.11070626,14.87376458,1.8859113331125648,1.6895172719147888,0.19639406119777594,15,1.55,64.49,0.4796238244514055,0.005967517641692837,1.4497217858027833,base,adaptive disabled,1.0,84.5,90,100,70,80,OVERLAP,bullish,bullish,FVG,BOS bullish | Vol 1.6x | FVG | ChoCH | Session:OVERLAP | StrongTrend1h | Zone:FVG | MTF 15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OVERLAP | Strong1h+1,0,0,0.575,bull,0.6985,1.3151,1.628,0.1959,0.79,1.0,0.4541,2.0,480,3,4,1.025,-1.0,0,2.648,0
