symbol,entry_bar,exit_bar,entry_time,exit_time,direction,outcome,entry,tp1,tp2,sl,gross_r,net_r,cost_r,mtf_score,volume_ratio,rsi,eff_ratio,vol_atr_pct,vol_ratio_regime,adaptive_pack,adaptive_reason,risk_mult,quality_score,trend_score,volatility_score,entry_quality_score,portfolio_risk_score,session,trend_1h,trend_4h,entry_source,signals,score_tags,premium,sniper,knn_score,swing_trend,mae_r,mfe_tp1,accel_ratio,buy_pressure,absorption,obv_agree,obv_strength,size_mult,signal_bar,zone_age_bars,bos_candles_ago,extension_atr,room_atr,tp1_beyond_level,entry_range_atr,run_bars
SOLUSDT,183,201,1771666200,1771683300,LONG,TRAIL,84.92,85.67582101,88.69910503,83.66029832,0.8082324001305548,0.6565536312334623,0.15167876889709242,14,1.57,65.67,0.8715596330275341,0.0034919548387318746,1.3361489014763634,base,adaptive disabled,1.15,66.2,55,100,50,80,LONDON,bullish,neutral,FVG,BOS bullish | Vol 1.6x | FVG | MACD_Div | ChoCH | Engulfing | Session:LONDON | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | 1h+2 | 4hN+1 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | MACD_Div+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:LONDON | QualityRisk:1.15,0,1,0.725,bear,0.0714,1.3495,0.0,0.1164,1.963,1.0,0.0218,1.125,183,0,1,1.041,1.882,1,1.001,0
XLMUSDT,183,240,1771666200,1771718400,LONG,SL,0.16351,0.16510054,0.17146268,0.16085911,-1.2222310242975025,-1.361013659563395,0.13878263526589238,13,1.42,71.21,0.8466898954703839,0.0037873631201106924,1.5682596683215635,base,adaptive disabled,1.0,66.2,55,100,50,80,LONDON,bullish,neutral,FVG,BOS bullish | Vol 1.4x | FVG | ChoCH | Engulfing | BullWick | Session:LONDON | Zone:FVG | MTF 13,BOS+2 | 1h+2 | 4hN+1 | Vol+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | BullWick+1 | Zone:FVG+1 | Sess:LONDON,0,1,0.55,bear,1.1468,0.547,0.0,0.2729,1.494,1.0,0.3979,1.125,183,0,3,2.835,2.926,1,1.724,0
SUIUSDT,184,242,1771667100,1771720200,LONG,SL,0.9587,0.96972803,1.01384017,0.94031994,-2.0348138145359718,-2.2434529593483385,0.20863914481236698,14,2.69,55.95,0.3624454148471652,0.0060463418091550635,1.8035103929509302,base,adaptive disabled,1.15,76.2,55,90,90,80,LONDON,bullish,neutral,FVG,BOS bullish | Vol 2.7x | FVG | ChoCH | Session:LONDON | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4hN+1 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:LONDON | QualityRisk:1.15,0,0,0.65,bull,1.0773,0.934,0.0,0.1307,2.004,-1.0,-0.0024,2.0,184,1,2,0.103,0.103,1,0.954,0
TAOUSDT,193,288,1771675200,1771761600,LONG,SL,182.2,185.7359517,199.87975849,176.30674717,-2.307723831356473,-2.431390679025047,0.12366684766857367,14,2.21,70.11,0.37777777777778004,0.005128071682350515,1.158303191251588,base,adaptive disabled,1.15,81.8,65,100,90,80,OVERLAP,bullish,neutral,FVG,BOS bullish | Vol 2.2x | FVG | ChoCH | Session:OVERLAP | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4hN+1 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OVERLAP | Strong1h+1 | QualityRisk:1.15,0,0,0.6,bull,1.2048,0.7919,0.531,0.1541,3.294,1.0,0.5102,2.0,193,0,1,1.008,2.351,1,1.567,2
BTCUSDT,203,298,1771684200,1771770600,LONG,SL,68390.0,68882.408,70852.04,67569.32,-0.4998674879368341,-0.5701799879368348,0.0703125000000006,14,1.47,69.83,0.6338726821778657,0.0036082649185647966,2.614293606860191,base,adaptive disabled,1.0,73.8,65,90,70,80,NEW_YORK,bullish,neutral,FVG,BOS bullish | Vol 1.5x | FVG | ChoCH | Engulfing | Session:NEW_YORK | StrongTrend1h | Zone:FVG | MTF 14,BOS+2 | BodyStrong+1 | 1h+2 | 4hN+1 | Vol+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:NEW_YORK | Strong1h+1,0,0,0.675,range,1.29,0.6007,0.0,0.1383,0.966,1.0,0.4506,0.421875,203,0,1,1.84,-1.0,0,1.208,4
AVAXUSDT,205,227,1771686000,1771706700,LONG,SL,9.328,9.41335043,9.75475216,9.18574928,-1.3998171678849836,-1.547359479094375,0.1475423112093916,15,1.67,61.61,0.29749103942652594,0.0071356149847614245,2.7531581149834103,base,adaptive disabled,1.15,75.8,65,85,80,80,NEW_YORK,bullish,neutral,OB,BOS bullish | Vol 1.7x | FVG | OB | ChoCH | Session:NEW_YORK | StrongTrend1h | Zone:OB | MTF 15 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4hN+1 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | OB+1 | ChoCH+1 | Zone:OB+1 | Sess:NEW_YORK | Strong1h+1 | QualityRisk:1.15,0,0,0.7,bull,1.3005,0.3281,1.976,0.1524,0.817,1.0,0.3398,1.125,204,5,6,1.53,0.268,1,1.987,0
ZECUSDT,243,254,1771720200,1771731000,SHORT,TRAIL,258.69,255.46744048,242.5772024,264.06093253,1.2421121666761246,1.1405144989150664,0.10159766776105815,16,3.44,37.65,0.6311787072243412,0.005403871800810725,1.1047301068071251,base,adaptive disabled,1.15,81.8,65,100,90,80,OFF_HOURS,bearish,neutral,FVG,BOS bearish | Vol 3.4x | FVG | ChoCH | Engulfing | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4hN+1 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+1 | QualityRisk:1.15,0,0,0.475,range,0.4301,1.1916,0.0,-0.223,2.215,1.0,-0.292,1.0546875,243,0,1,0.829,4.038,0,1.405,2
ADAUSDT,244,290,1771721100,1771763400,SHORT,TRAIL,0.2786,0.2734,0.26753022,0.28228993,1.281555692215593,1.1621079232199756,0.11944776899561754,14,2.32,39.62,0.32075471698111985,0.0064685819132549935,1.827374391141392,base,adaptive disabled,1.0,75.8,55,88,90,80,OFF_HOURS,bearish,neutral,FVG,BOS bearish | Vol 2.3x | FVG | ChoCH | Zone:FVG | MTF 14,BOS+2 | BodyStrong+1 | 1h+2 | 4hN+1 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS,0,0,0.525,range,0.271,1.0192,0.0,-0.0665,1.491,1.0,-0.2039,0.791015625,244,1,2,0.734,7.156,0,0.55,0
SUIUSDT,245,255,1771722000,1771731900,SHORT,TRAIL,0.9437,0.93096682,0.88003409,0.96492197,0.40647165529661433,0.3314317909484884,0.0750398643481259,13,2.14,31.24,0.6534653465346514,0.004950460503446506,1.1761056542300643,base,adaptive disabled,1.15,78.2,55,100,90,80,OFF_HOURS,bearish,neutral,FVG,BOS bearish | Vol 2.1x | FVG | ChoCH | Zone:FVG | MTF 13 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4hN+1 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | QualityRisk:1.15,0,0,0.45,bear,0.1037,1.0288,2.75,-0.2514,1.706,1.0,-0.4553,0.84375,243,0,1,1.465,3.166,1,0.863,1
HYPEUSDT,269,274,1771743600,1771749000,SHORT,TRAIL,29.597,29.32976303,28.26081513,30.04239496,0.48787286121679163,0.33835781057499653,0.1495150506417951,14,1.39,37.21,0.2793522267206585,0.0033449620812258146,1.127670341637087,base,adaptive disabled,1.15,64.8,55,93,50,80,OFF_HOURS,bearish,neutral,FVG,BOS bearish | Vol 1.4x | FVG | ChoCH | Engulfing | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | 1h+2 | 4hN+1 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF_HOURS | NestedOB_1h+2 | QualityRisk:1.15,0,0,0.375,range,0.0651,1.0141,0.292,-0.0467,1.642,1.0,-0.2088,1.125,268,0,1,0.314,0.433,1,0.704,0
SUIUSDT,290,325,1771762500,1771794900,SHORT,TRAIL,0.929,0.9151,0.89099425,0.94166858,1.2198452313465553,1.0548504174052917,0.16499481394126347,16,3.13,36.8,0.28712871287128855,0.005930246220261327,1.9150605468509416,base,adaptive disabled,1.15,78.5,65,84,90,80,OVERLAP,bearish,neutral,FVG,BOS bearish | Vol 3.1x | FVG | LiqSweep | ChoCH | Session:OVERLAP | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4hN+1 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | LiqSweep+1 | ChoCH+1 | Zone:FVG+1 | Sess:OVERLAP | Strong1h+1 | QualityRisk:1.15,0,1,0.6,bull,0.0,1.1583,4.833,-0.0581,2.253,-1.0,0.0048,1.125,290,0,1,1.894,0.189,1,1.61,0
ZECUSDT,302,310,1771773300,1771781400,SHORT,TRAIL,247.4,243.1339672,226.06983599,254.51005467,0.8541774873982767,0.7671880015635635,0.08698948583471322,14,2.06,36.93,0.31872509960159184,0.006381790161522215,1.2586932371378599,base,adaptive disabled,1.15,84.1,90,98,70,80,NEW_YORK,bearish,bearish,FVG,BOS bearish | Vol 2.1x | FVG | ChoCH | Session:NEW_YORK | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:NEW_YORK | Strong1h+1 | TrendPairRisk:1.15,0,0,0.45,bear,0.0084,1.015,0.578,-0.0066,1.385,1.0,-0.1549,1.25,302,2,1,0.35,0.153,1,0.446,0
SEIUSDT,398,408,1771859700,1771869600,SHORT,TRAIL,0.067,0.06576225,0.06081127,0.06906291,0.4125930100162243,0.37605481882029235,0.03653819119593194,19,2.55,32.48,1.0,0.007639253825583302,2.172094507590504,base,adaptive disabled,1.15,88.5,90,90,90,80,NEW_YORK,bearish,bearish,FVG,BOS bearish | Vol 2.5x | FVG | LiqSweep | MACD_Div | ChoCH | BearWick | Session:NEW_YORK | StrongTrend1h | Zone:FVG | MTF 19 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | LiqSweep+1 | MACD_Div+1 | ChoCH+1 | BearWick+1 | Zone:FVG+1 | Sess:NEW_YORK | Strong1h+1 | TrendPairRisk:1.15,0,1,0.575,bull,0.1115,1.0584,0.0,-0.2356,1.455,1.0,-0.411,0.5625,398,26,4,2.479,3.033,1,0.846,11
SOLUSDT,407,438,1771867800,1771896600,SHORT,TRAIL,78.26,76.61654,70.0427,80.9991,0.0,-0.024107142857142917,0.024107142857142917,14,1.78,29.55,0.5555555555555497,0.008487713252012433,1.52722253781398,base,adaptive disabled,1.25,84.5,90,100,70,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 1.8x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+1 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0,0.425,range,0.3724,1.5759,2.442,-0.2459,1.56,1.0,-0.5043,0.421875,407,0,2,1.404,1.157,1,1.801,5
SUIUSDT,407,449,1771867800,1771906500,SHORT,TRAIL,0.874,0.855646,0.78223,0.90459,0.6021387774808186,0.5592816346236757,0.04285714285714285,13,1.74,29.24,0.5652173913043493,0.010278571759638753,2.002494191711785,base,adaptive disabled,1.25,76.5,90,90,50,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 1.7x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.25,BOS+2 | 1h+2 | 4h+2 | Vol+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+1 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0,0.625,range,0.4838,1.2749,1.083,-0.2538,1.211,1.0,-0.463,0.75,407,0,2,1.151,1.534,1,1.89,0
ADAUSDT,408,438,1771868700,1771896600,SHORT,TRAIL,0.2633,0.2577707,0.2356535,0.2725155,0.0,-0.024107142857142744,0.024107142857142744,13,1.71,29.57,0.5121951219512204,0.010008898487952075,1.8249558249705202,base,adaptive disabled,1.15,76.5,90,90,50,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 1.7x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+1 | TrendPairRisk:1.15,0,0,0.575,range,0.2387,1.067,1.145,-0.2968,1.273,1.0,-0.6871,0.421875,407,0,2,1.441,2.684,1,1.193,0
BTCUSDT,408,449,1771868700,1771906500,SHORT,TRAIL,64659.1,63341.4334687,58070.76734348,66855.21088551,0.2791232941632347,0.25842150265194586,0.02070179151128891,16,2.32,34.98,0.39810068740811366,0.008553889630543474,2.1778467723220754,base,adaptive disabled,1.15,88.5,90,90,90,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 2.3x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+1 | TrendPairRisk:1.15,0,0,0.45,bear,0.2198,1.0681,2.169,-0.1609,1.316,1.0,-0.4038,0.3515625,408,1,3,0.842,1.445,1,0.618,0
HYPEUSDT,410,445,1771870500,1771902900,SHORT,TRAIL,26.165,25.615535,23.417675,27.080775,0.0,-0.05357142857142857,0.05357142857142857,13,1.53,28.67,0.3907284768211927,0.016158979054300797,2.076316071422,base,adaptive disabled,1.25,76.5,90,90,50,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 1.5x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.25,BOS+2 | 1h+2 | 4h+2 | Vol+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+1 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0,0.45,bear,0.5274,1.0265,0.531,-0.0027,0.92,1.0,-0.6262,0.9375,408,1,3,0.334,-1.0,0,1.315,0
XRPUSDT,452,532,1771908300,1771981200,SHORT,SL,1.3333,1.3108735,1.22116751,1.3706775,-0.9992642632599823,-1.0527710521035378,0.053506788843555524,16,1.43,35.39,0.4562211981566837,0.007879743896656998,1.360901591567944,base,adaptive disabled,1.15,84.5,90,100,70,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 1.4x | FVG | ChoCH | Engulfing | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+1 | TrendPairRisk:1.15,0,0,0.575,bear,1.3511,0.9676,3.882,-0.0226,0.996,1.0,-0.0663,0.75,450,3,1,0.403,0.076,1,1.373,0
SUIUSDT,487,493,1771939800,1771946100,SHORT,SL,0.8508,0.84118787,0.80273937,0.86682021,-1.2562257298749535,-1.3889955250274517,0.13276979515249815,15,7.98,34.62,0.3827160493827152,0.008199807340347214,1.5596033563162375,base,adaptive disabled,1.25,84.5,90,100,70,80,NEW_YORK,bearish,bearish,FVG,BOS bearish | Vol 8.0x | FVG | ChoCH | Session:NEW_YORK | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.25,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:NEW_YORK | Strong1h+1 | QualityRisk:1.15 | TrendPairRisk:1.25,0,1,0.675,bull,1.0799,0.8323,1.292,0.1228,3.653,-1.0,0.1199,1.25,487,0,3,1.104,0.022,1,0.952,0
BTCUSDT,490,493,1771942500,1771946100,SHORT,SL,63105.8,62651.43824,60833.9912,63863.0696,-0.29247757337677377,-0.33935257337677377,0.04687500000000002,16,1.45,37.51,0.4162124550620472,0.003237223597354582,0.9407878988669619,base,adaptive disabled,1.25,84.5,90,100,70,80,NEW_YORK,bearish,bearish,FVG,BOS bearish | Vol 1.4x | FVG | ChoCH | Engulfing | Session:NEW_YORK | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:NEW_YORK | Strong1h+1 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0,0.525,range,1.1111,0.8154,10.0,0.0442,1.34,-1.0,0.092,0.28125,486,2,2,0.665,1.056,1,3.333,0
DOTUSDT,490,532,1771942500,1771981200,SHORT,SL,1.239,1.22255184,1.15675919,1.2664136,-1.1627440394548705,-1.24748756091867,0.08474352146379956,15,5.12,37.24,0.2631578947368347,0.006477302068488085,1.3418810786297357,base,adaptive disabled,1.15,82.7,90,91,70,80,NEW_YORK,bearish,bearish,FVG,BOS bearish | Vol 5.1x | FVG | ChoCH | Session:NEW_YORK | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:NEW_YORK | Strong1h+1 | TrendPairRisk:1.15,0,1,0.575,bull,1.3497,0.7904,0.333,0.0342,2.189,1.0,-0.0471,0.9375,487,3,4,0.624,-1.0,0,2.651,0
ETHUSDT,490,491,1771942500,1771944300,SHORT,TRAIL,1827.15,1813.99452,1761.3726,1849.0758,0.0,-0.16666666666666682,0.16666666666666682,16,1.6,36.77,0.30900243309003167,0.007997037072931085,1.710335870284142,base,adaptive disabled,1.15,77.9,90,97,50,80,NEW_YORK,bearish,bearish,FVG,BOS bearish | Vol 1.6x | FVG | ChoCH | Engulfing | BearWick | Session:NEW_YORK | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | BearWick+1 | Zone:FVG+1 | Sess:NEW_YORK | Strong1h+1 | TrendPairRisk:1.15,0,1,0.525,bull,0.1332,1.9118,0.677,0.212,1.875,1.0,-0.4987,1.0,488,18,1,0.288,0.08,1,3.118,5
