symbol,entry_bar,exit_bar,entry_time,exit_time,direction,outcome,entry,tp1,tp2,sl,gross_r,net_r,cost_r,mtf_score,volume_ratio,rsi,eff_ratio,vol_atr_pct,vol_ratio_regime,adaptive_pack,adaptive_reason,risk_mult,quality_score,trend_score,volatility_score,entry_quality_score,portfolio_risk_score,session,trend_1h,trend_4h,entry_source,signals,score_tags,premium,knn_score,swing_trend
XLMUSDT,9946,9982,1779084900,1779118200,SHORT,TRAIL,0.1489,0.1455,0.14519819,0.15075091,1.8663064714774873,1.6249657255741186,0.24134074590336863,16,5.87,29.97,0.23809523809524144,0.00675786715794032,2.0192507081441393,base,adaptive disabled,1.15,86.1,90,78,90,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 5.9x | FVG | ChoCH | Engulfing | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+1 | TrendPairRisk:1.15,0,0.575,range
BTCUSDT,9979,9980,1779114600,1779116400,SHORT,TRAIL,77183.5,76535.1586,75331.096,78109.702,1.1362473610669686,0.8862473610669699,0.24999999999999872,16,2.44,35.98,0.15275497471596514,0.005492900178159677,2.301653961294379,base,adaptive disabled,1.15,78.1,90,68,70,80,NEW_YORK,bearish,bearish,FVG,BOS bearish | Vol 2.4x | FVG | ChoCH | Engulfing | Session:NEW_YORK | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:NEW_YORK | Strong1h+1 | TrendPairRisk:1.15,0,0.425,bull
HYPEUSDT,10006,10007,1779138900,1779140700,LONG,TRAIL,46.405,47.379505,49.1893,45.01285,0.7529716154037961,0.6529716154037961,0.09999999999999994,16,2.85,63.54,0.3715277777777766,0.02189190661843059,2.4294676857092004,base,adaptive disabled,1.15,88.5,90,90,90,80,DEAD_ZONE,bullish,bullish,FVG,BOS bullish | Vol 2.9x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+1 | QualityRisk:1.15,0,0.45,bull
ZECUSDT,10011,10018,1779143400,1779150600,LONG,TRAIL,556.615,568.303915,590.0119,539.91655,0.6956797654239829,0.5956797654239828,0.10000000000000012,14,1.79,67.62,0.49060725207514305,0.015342521409399843,1.516755261685918,base,adaptive disabled,1.0,84.5,90,100,70,80,DEAD_ZONE,bullish,bullish,FVG,BOS bullish | Vol 1.8x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 14,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+1,0,0.425,bull
ZECUSDT,10024,10033,1779155100,1779164100,LONG,TRAIL,564.705,576.563805,598.5873,547.76385,0.6328962830752112,0.5328962830752111,0.10000000000000006,15,1.52,60.53,0.24804504222708923,0.01720821621300506,1.6328442255258024,base,adaptive disabled,1.25,85.3,90,89,80,80,OFF_HOURS,bullish,bullish,OB,BOS bullish | Vol 1.5x | FVG | OB | ChoCH | StrongTrend1h | Zone:OB | MTF 15 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | OB+1 | ChoCH+1 | Zone:OB+1 | Sess:OFF_HOURS | Strong1h+1 | QualityRisk:1.15 | RelStrengthRisk:1.25,0,0.4,bull
BTCUSDT,10075,10163,1779201000,1779281100,SHORT,SL,76656.5,76012.5854,74816.744,77576.378,-1.0119820237031403,-1.2619820237031412,0.25000000000000083,17,1.77,38.36,0.15767477203647373,0.004758056590345799,2.0636463372546054,base,adaptive disabled,1.15,72.1,90,68,50,80,NEW_YORK,bearish,bearish,FVG,BOS bearish | Vol 1.8x | FVG | LiqSweep | ChoCH | Engulfing | BearWick | Session:NEW_YORK | StrongTrend1h | Zone:FVG | MTF 17 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | LiqSweep+1 | ChoCH+1 | Engulfing+1 | BearWick+1 | Zone:FVG+1 | Sess:NEW_YORK | Strong1h+1 | TrendPairRisk:1.15,0,0.525,bear
BTCUSDT,10076,10163,1779201900,1779281100,SHORT,SL,76656.5,76012.5854,74816.744,77576.378,-1.0119820237031403,-1.2619820237031412,0.25000000000000083,15,1.76,36.65,0.1918507518099085,0.004549944408928082,1.9733847077918236,base,adaptive disabled,1.15,73.1,90,73,50,80,NEW_YORK,bearish,bearish,FVG,BOS bearish | Vol 1.8x | FVG | ChoCH | Engulfing | Session:NEW_YORK | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:NEW_YORK | Strong1h+1 | TrendPairRisk:1.15,0,0.55,bear
SOLUSDT,10076,10170,1779201900,1779287400,SHORT,SL,84.47,83.760452,82.44272,85.48364,-1.0457361587940563,-1.2957361587940577,0.2500000000000012,16,2.32,36.9,0.2185430463576161,0.005507171669543073,1.5192687779995833,base,adaptive disabled,1.25,81.7,90,86,70,80,NEW_YORK,bearish,bearish,FVG,BOS bearish | Vol 2.3x | FVG | ChoCH | Engulfing | Session:NEW_YORK | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.25,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:NEW_YORK | Strong1h+1 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0.5,range
XRPUSDT,10095,10118,1779219000,1779240600,SHORT,TRAIL,1.3605,1.3490718,1.327848,1.376826,0.8023036268386631,0.5523036268386641,0.24999999999999906,15,1.9,37.67,0.20000000000000162,0.004908487415592566,1.3400170645549092,base,adaptive disabled,1.15,75.3,90,84,50,80,DEAD_ZONE,bearish,bearish,FVG,BOS bearish | Vol 1.9x | FVG | ChoCH | Engulfing | BearWick | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Engulfing+1 | BearWick+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+1 | TrendPairRisk:1.15,0,0.375,bear
SEIUSDT,10105,10114,1779228000,1779237000,SHORT,TRAIL,0.059895,0.05939188,0.05845752,0.06061374,0.5926639704964956,0.34266397049649644,0.24999999999999914,15,1.91,35.63,0.3538461538461531,0.0023962131282720673,0.6547107790002573,base,adaptive disabled,1.15,82.5,90,90,70,80,DEAD_ZONE,bearish,bearish,FVG,BOS bearish | Vol 1.9x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+1 | TrendPairRisk:1.15,0,0.6,range
