symbol,entry_bar,exit_bar,entry_time,exit_time,direction,outcome,entry,tp1,tp2,sl,gross_r,net_r,cost_r,mtf_score,volume_ratio,rsi,eff_ratio,vol_atr_pct,vol_ratio_regime,adaptive_pack,adaptive_reason,risk_mult,quality_score,trend_score,volatility_score,entry_quality_score,portfolio_risk_score,session,trend_1h,trend_4h,entry_source,signals,score_tags,premium,sniper,knn_score,swing_trend,mae_r,mfe_tp1,accel_ratio,buy_pressure,absorption,obv_agree,obv_strength,size_mult,signal_bar,zone_age_bars,bos_candles_ago,extension_atr,room_atr,tp1_beyond_level,entry_range_atr,run_bars
XLMUSDT,3158,3203,1774343700,1774385100,LONG,TRAIL,0.166926432,0.16874549,0.17748747,0.16291751,0.6115206699525588,0.5490625707428465,0.06245809920971235,14,1.47,69.14,0.663043478260876,0.004960328101746317,1.2190735777351385,base,adaptive disabled,1.0,84.5,90,100,70,80,LONDON,bullish,bullish,FVG,BOS bullish | Vol 1.5x | FVG | LiqSweep | ChoCH | Session:LONDON | StrongTrend1h | Zone:FVG | MTF 14,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | BTCok+1 | FVG+1 | LiqSweep+1 | ChoCH+1 | Zone:FVG+1 | Sess:LONDON | Strong1h+1,0,1,0.45,bear,0.6976,1.7006,0.0,0.1163,1.605,1.0,0.3788,0.75,3153,0,5,2.936,0.35,1,1.832,1
LABUSDT,3165,3192,1774350000,1774375200,SHORT,TRAIL,0.19970967,0.19594685,0.17913425,0.20715525,1.6637566418189913,1.5564663192383463,0.10729032258064507,16,3.51,35.09,0.5681818181818207,0.011162982609215074,1.0246794963344903,base,adaptive disabled,1.15,84.8,65,100,100,80,OVERLAP,bearish,neutral,OB,BOS bearish | Vol 3.5x | FVG | OB | ChoCH | Session:OVERLAP | StrongTrend1h | Zone:OB | MTF 16 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4hN+1 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | OB+1 | ChoCH+1 | Zone:OB+1 | Sess:OVERLAP | Strong1h+1 | QualityRisk:1.15,0,0,0.325,bear,0.5682,1.3526,0.987,-0.0583,1.903,1.0,-0.1926,2.0,3165,6,1,0.606,0.257,1,1.095,0
DOTUSDT,3167,3186,1774351800,1774369800,SHORT,TRAIL,1.391931,1.37109346,1.27546731,1.43484423,0.2985195917568192,0.2620291580374277,0.03649043371939151,16,4.86,29.7,0.7499999999999959,0.006700095425625202,1.3515049630932767,base,adaptive disabled,1.15,90.5,90,100,90,80,OVERLAP,bearish,bearish,FVG,BOS bearish | Vol 4.9x | FVG | ChoCH | Engulfing | Session:OVERLAP | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OVERLAP | Strong1h+1 | TrendPairRisk:1.15,0,0,0.475,bear,0.2579,1.3404,0.0,-0.2073,3.175,1.0,-0.3359,0.5625,3166,0,4,2.677,-1.0,0,0.892,0
TAOUSDT,3188,3195,1774370700,1774377900,LONG,TRAIL,316.99586,322.9423,349.5115,305.2295,1.3952666284802895,1.3110764403082464,0.08419018817204287,15,1.39,63.17,0.6037735849056601,0.01699356979567489,1.269958484243038,base,adaptive disabled,1.0,84.5,90,100,70,80,NEW_YORK,bullish,bullish,FVG,BOS bullish | Vol 1.4x | FVG | ChoCH | BullWick | Session:NEW_YORK | StrongTrend1h | Zone:FVG | MTF 15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:NEW_YORK | Strong1h+1,0,0,0.5,range,0.4246,1.1106,0.0,0.1579,1.319,1.0,0.1282,1.5625,3188,35,3,0.968,0.638,1,0.947,1
ADAUSDT,3203,3218,1774384200,1774398600,LONG,TRAIL,0.26448058,0.26836043,0.28620213,0.25646596,0.3307674442164555,0.2820412280756717,0.0487262161407838,13,1.47,68.15,0.6712328767123309,0.009360293391419593,1.8965394463353127,base,adaptive disabled,1.15,66.0,60,90,50,80,DEAD_ZONE,neutral,bullish,FVG,BOS bullish | Vol 1.5x | FVG | LiqSweep | MACD_Div | ChoCH | Zone:FVG | MTF 13 | Risk x1.15,BOS+2 | 1hN+1 | 4h+2 | Vol+1 | BTC+2 | FVG+1 | LiqSweep+1 | MACD_Div+1 | ChoCH+1 | Zone:FVG+1 | Sess:DEAD_ZONE | RelStrengthRisk:1.15,0,0,0.55,range,0.1348,1.0102,0.0,0.0601,1.508,-1.0,-0.0302,0.73828125,3203,0,1,1.743,0.139,1,1.046,3
AVAXUSDT,3218,3264,1774397700,1774440000,LONG,TRAIL,9.6231244,9.76151117,10.39955586,9.33614805,0.345181478160144,0.2948822580327711,0.05029922012737291,13,1.97,70.46,0.546012269938646,0.00353515246404293,0.8704633105784112,base,adaptive disabled,1.15,78.5,90,100,50,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 2.0x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+1 | QualityRisk:1.15,0,0,0.55,bull,0.2304,1.1481,0.695,0.1324,1.919,1.0,0.4874,0.75,3217,2,3,1.104,0.025,1,1.757,0
TAOUSDT,3218,3225,1774397700,1774404900,LONG,TRAIL,335.93744,342.2392,370.396,323.468,0.39970198321107386,0.3365593420820414,0.06314264112903244,15,1.55,60.24,0.1578947368421075,0.020294549363426142,1.3767159608989452,base,adaptive disabled,1.0,80.1,90,78,70,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 1.6x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+1,0,0,0.6,range,0.3879,1.0255,0.778,0.1006,1.02,1.0,0.2448,1.171875,3218,1,2,0.091,0.384,1,1.388,0
HYPEUSDT,3219,3263,1774398600,1774439100,LONG,TRAIL,40.5329768,41.23314855,44.38974274,39.12875242,0.616289461029485,0.572991918225108,0.04329754280437711,15,2.36,68.86,0.7722095671981619,0.009103946939434268,1.1431795167722119,base,adaptive disabled,1.15,84.5,90,100,70,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 2.4x | FVG | ChoCH | Engulfing | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+1 | QualityRisk:1.15,0,0,0.575,bull,0.4857,1.1426,2.618,0.028,1.423,1.0,0.2992,0.75,3219,1,2,0.504,0.417,1,1.022,0
ADAUSDT,3221,3251,1774400400,1774428300,LONG,TRAIL,0.26738695999999995,0.27194741,0.29253703,0.25822099,0.3120860250490861,0.27926785850479224,0.03281816654429384,13,1.53,62.33,0.28358208955224373,0.005981969951144626,1.2120391428689719,base,adaptive disabled,1.0,77.3,90,94,50,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 1.5x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 13,BOS+2 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+1,0,0,0.525,bull,0.2059,1.0992,0.422,0.0143,1.921,1.0,0.3138,0.5625,3221,3,4,0.073,0.943,1,0.725,0
LINKUSDT,3221,3252,1774400400,1774429200,LONG,TRAIL,9.258323599999999,9.37713786,9.93368932,9.00610356,0.49368526289941467,0.42485902391380487,0.06882623898560977,16,2.28,67.94,0.2923076923076912,0.006000611389005654,1.339014478014992,base,adaptive disabled,1.0,89.5,90,95,90,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 2.3x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 16,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+1,0,0,0.45,bull,0.3423,1.3187,0.352,0.1097,0.989,1.0,0.5147,0.9375,3219,4,2,1.002,-1.0,0,0.723,0
AAVEUSDT,3240,3247,1774417500,1774424700,LONG,TRAIL,112.39673,113.02296553,116.51482764,110.69505745,0.0,-0.09907610897290364,0.09907610897290364,16,3.05,61.21,0.14626865671642086,0.0057796228611028165,1.4077150986055358,base,adaptive disabled,1.15,85.9,90,77,90,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 3.0x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+1 | QualityRisk:1.15,0,1,0.475,bear,0.192,1.3146,0.0,0.0386,1.806,1.0,0.1245,0.75,3237,0,1,1.126,1.029,1,0.641,0
DOTUSDT,3245,3273,1774422000,1774448100,SHORT,TRAIL,1.3839486,1.36956432,1.29982161,1.41605946,0.2733693963894912,0.23700454564273443,0.036364850746756744,16,2.21,39.68,0.3888888888888913,0.00602714518017175,1.2011239324203473,base,adaptive disabled,1.15,84.5,90,100,70,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 2.2x | FVG | ChoCH | BearWick | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | BearWick+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+1 | TrendPairRisk:1.15,0,0,0.425,range,0.4999,1.2478,1.4,-0.2177,2.225,1.0,-0.3767,0.421875,3243,2,3,0.85,3.966,0,1.275,0
HYPEUSDT,3255,3261,1774431000,1774437300,LONG,TRAIL,40.5630428,40.97867466,42.9973733,39.63287557,0.5521530911798616,0.46493642412957165,0.08721666705028991,16,1.77,64.58,0.47034252297410284,0.006966903014314189,1.181391914112456,base,adaptive disabled,1.15,84.5,90,100,70,80,LONDON,bullish,bullish,FVG,BOS bullish | Vol 1.8x | FVG | ChoCH | Engulfing | Session:LONDON | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:LONDON | Strong1h+1 | QualityRisk:1.15,0,0,0.5,range,0.2237,1.3472,4.853,0.0919,1.197,1.0,0.042,1.0,3250,0,1,1.1,0.293,1,1.297,0
BTCUSDT,3263,3334,1774438200,1774503000,LONG,SL,71887.3049,72452.81740695,75346.08703477,70523.97098841,-0.33114695841349306,-0.3608070502387528,0.029660091825259745,14,2.88,68.7,0.6348731294729918,0.0036574200089043874,1.4025571040870648,base,adaptive disabled,1.0,84.5,90,100,70,80,OVERLAP,bullish,bullish,FVG,BOS bullish | Vol 2.9x | FVG | ChoCH | Session:OVERLAP | StrongTrend1h | Zone:FVG | MTF 14,BOS+2 | 1h+2 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OVERLAP | Strong1h+1,0,0,0.575,bull,1.2008,0.1427,3.742,-0.0244,2.53,1.0,0.149,0.28125,3263,0,2,1.221,0.019,1,1.326,0
ETHUSDT,3263,3322,1774438200,1774492200,LONG,SL,2193.8158,2212.2625503,2305.31275148,2150.22908284,-1.8258463859038618,-2.002009120798853,0.17616273489499096,16,2.36,65.29,0.5105740181268835,0.0035495925785858757,1.0680848180593883,base,adaptive disabled,1.15,84.5,90,100,70,80,OVERLAP,bullish,bullish,FVG,BOS bullish | Vol 2.4x | FVG | ChoCH | Engulfing | Session:OVERLAP | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OVERLAP | Strong1h+1 | QualityRisk:1.15,0,1,0.625,bear,1.178,0.1976,1.408,-0.1381,1.833,1.0,0.2652,1.75,3263,0,1,0.256,1.031,1,1.547,0
LINKUSDT,3263,3272,1774438200,1774447200,LONG,TRAIL,9.410658,9.47870084,9.83350422,9.24216526,0.43477618996276723,0.29514616792146114,0.1396300220413061,16,3.75,65.18,0.47899159663865243,0.004817674441025431,1.4379981162352191,base,adaptive disabled,1.15,87.5,90,100,80,80,OVERLAP,bullish,bullish,OB,BOS bullish | Vol 3.8x | FVG | OB | ChoCH | Session:OVERLAP | StrongTrend1h | Zone:OB | MTF 16 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | OB+1 | ChoCH+1 | Zone:OB+1 | Sess:OVERLAP | Strong1h+1 | QualityRisk:1.15,0,0,0.5,range,0.4253,1.1808,1.727,-0.0533,2.339,1.0,0.1822,1.25,3263,4,1,0.38,-1.0,0,1.059,0
SUIUSDT,3264,3325,1774439100,1774494900,LONG,SL,0.9701295999999999,0.97733881,1.01469406,0.95243531,-2.050198114759058,-2.2420935567349733,0.19189544197591543,16,2.12,61.01,0.35593220338982795,0.006161430721274398,1.589649126255304,base,adaptive disabled,1.15,84.5,90,100,70,80,OVERLAP,bullish,bullish,FVG,BOS bullish | Vol 2.1x | FVG | ChoCH | BullWick | Session:OVERLAP | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:OVERLAP | Strong1h+1 | QualityRisk:1.15,0,0,0.475,bull,1.2055,0.5646,1.969,-0.0781,1.39,1.0,0.3522,1.75,3264,1,2,0.211,1.008,1,0.985,0
TAOUSDT,3264,3272,1774439100,1774447200,LONG,TRAIL,356.48254,363.1697,393.0485,343.2505,1.7579823234719167,1.6527445882568628,0.10523773521505389,16,5.28,62.55,0.3979238754325247,0.02644613520127138,2.0150805191409167,base,adaptive disabled,1.15,88.5,90,90,90,80,OVERLAP,bullish,bullish,FVG,BOS bullish | Vol 5.3x | FVG | ChoCH | Session:OVERLAP | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OVERLAP | Strong1h+1 | RelStrengthRisk:1.15,0,0,0.375,bull,0.9358,1.6625,2.614,-0.0286,1.678,1.0,0.1347,1.953125,3263,3,5,0.763,-1.0,0,1.507,1
AVAXUSDT,3265,3322,1774440000,1774492200,LONG,SL,9.756416999999999,9.82618101,10.19090503,9.58303166,-1.0242964276852884,-1.135078261770858,0.11078183408556956,15,1.76,67.35,0.6054421768707501,0.005435349286429923,1.6326430419283722,base,adaptive disabled,1.0,84.5,90,100,70,80,OVERLAP,bullish,bullish,FVG,BOS bullish | Vol 1.8x | FVG | ChoCH | Session:OVERLAP | StrongTrend1h | Zone:FVG | MTF 15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OVERLAP | Strong1h+1,0,0,0.5,bull,1.1444,0.209,8.091,0.0082,1.208,1.0,0.3478,0.984375,3265,2,2,0.73,16.041,0,2.299,1
XRPUSDT,3278,3337,1774451700,1774505700,SHORT,TRAIL,1.4063991,1.38911744,1.30758719,1.44347094,0.9711938274509522,0.8384138831590047,0.13277994429194748,13,1.57,34.95,0.6274509803921539,0.005344700981578029,1.6125076579600497,base,adaptive disabled,1.0,68.0,60,100,50,80,NEW_YORK,neutral,bearish,FVG,BOS bearish | Vol 1.6x | FVG | ChoCH | Engulfing | Session:NEW_YORK | Zone:FVG | MTF 13,BOS+2 | 1hN+1 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:NEW_YORK,0,0,0.525,range,0.4235,1.1225,0.0,-0.1329,1.131,1.0,-0.0992,1.75,3278,0,1,0.654,0.415,1,1.084,0
DOTUSDT,3299,3334,1774470600,1774503000,SHORT,TRAIL,1.3490256,1.3295161,1.23958049,1.38947317,0.4238104398419119,0.3737817632118943,0.05002867663001759,13,2.16,29.95,0.6774193548387134,0.008876915121666249,1.5212813290865137,base,adaptive disabled,1.15,84.5,90,100,70,80,DEAD_ZONE,bearish,bearish,FVG,BOS bearish | Vol 2.2x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | BTCok+1 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+1 | TrendPairRisk:1.15,0,0,0.7,range,0.3949,1.1802,0.0,-0.0232,1.525,1.0,-0.3589,0.75,3299,0,1,1.18,-1.0,0,0.59,6
LABUSDT,3300,3330,1774471500,1774499400,SHORT,SL,0.19312419,0.18948545,0.17322725,0.20032425,-1.6657434972764107,-1.7495640617925399,0.08382056451612893,17,3.85,35.89,0.3118279569892457,0.010059538945497527,1.1917279841917263,base,adaptive disabled,1.25,86.9,90,97,80,80,DEAD_ZONE,bearish,bearish,OB,BOS bearish | Vol 3.9x | FVG | OB | ChoCH | Engulfing | BearWick | StrongTrend1h | Zone:OB | MTF 17 | Risk x1.25,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | OB+1 | ChoCH+1 | Engulfing+1 | BearWick+1 | Zone:OB+1 | Sess:DEAD_ZONE | Strong1h+1 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0,0.35,range,1.1439,0.3337,0.319,-0.1074,2.169,1.0,-0.1566,1.5625,3295,4,1,0.012,1.481,1,0.765,0
SEIUSDT,3324,3334,1774493100,1774503000,SHORT,TRAIL,0.060326988,0.05980917,0.05720583,0.06154472,0.38977067027421847,0.3166211035232831,0.0731495667509354,13,1.3,35.87,0.4848484848484906,0.0038106272190817935,1.1620507723643136,base,adaptive disabled,1.15,74.0,60,100,70,80,OFF_HOURS,neutral,bearish,FVG,BOS bearish | Vol 1.3x | FVG | ChoCH | Zone:FVG | MTF 13 | Risk x1.15,BOS+2 | BodyStrong+1 | 1hN+1 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | QualityRisk:1.15,0,0,0.625,range,0.1996,1.095,0.0,-0.1093,1.398,1.0,-0.2417,0.73828125,3324,1,5,2.735,0.147,1,0.879,0
DOTUSDT,3335,3352,1774503000,1774519200,SHORT,TRAIL,1.3340586,1.31611283,1.23256416,1.37181195,0.3713267330475316,0.3315735475686269,0.039753185478904746,14,2.27,31.49,0.375,0.00450225281455536,1.0017512513136042,base,adaptive disabled,1.25,84.5,90,100,70,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 2.3x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.25,BOS+2 | 1h+2 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+1 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0,0.6,range,0.0779,1.5635,0.6,-0.0456,1.545,1.0,-0.6081,0.5625,3333,3,3,0.734,-1.0,0,1.615,3
XRPUSDT,3337,3352,1774504800,1774519200,SHORT,TRAIL,1.38903738,1.37600551,1.31162753,1.41892416,0.5131590848436467,0.4434441115343775,0.06971497330926918,14,2.21,31.97,0.3018181818181751,0.003860864921637726,1.3985240705599185,base,adaptive disabled,1.15,89.7,90,96,90,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 2.2x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | BTCok+1 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+1 | TrendPairRisk:1.15,0,0,0.5,bear,0.1125,1.6603,0.624,-0.1128,2.038,1.0,-0.4655,0.75,3337,1,2,1.062,1.718,1,1.56,0
ZECUSDT,3364,3453,1774529100,1774610100,SHORT,TRAIL,222.11028,215.01,207.44794797,227.65068401,3.913312567192856,3.752955828154253,0.16035673903860298,16,1.8,31.86,0.5898030127462328,0.010695737388590004,1.9855810368388058,base,adaptive disabled,1.15,82.5,90,90,70,80,OVERLAP,bearish,bearish,FVG,BOS bearish | Vol 1.8x | FVG | ChoCH | Engulfing | BearWick | Session:OVERLAP | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | BearWick+1 | Zone:FVG+1 | Sess:OVERLAP | Strong1h+1 | TrendPairRisk:1.15,0,0,0.6,range,0.7508,1.2408,0.0,-0.1765,1.184,1.0,-0.3994,2.0,3359,7,1,0.189,3.897,1,1.0,0
AVAXUSDT,3374,3385,1774538100,1774548900,SHORT,TRAIL,9.1588062,9.06332928,8.60064641,9.37178453,0.7745536211834223,0.6670449582128741,0.10750866297054804,15,2.4,30.1,0.31063829787233815,0.00734126528912572,2.0502151789490255,base,adaptive disabled,1.15,81.9,90,87,70,80,NEW_YORK,bearish,bearish,FVG,BOS bearish | Vol 2.4x | FVG | LiqSweep | ChoCH | Session:NEW_YORK | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | LiqSweep+1 | ChoCH+1 | Zone:FVG+1 | Sess:NEW_YORK | Strong1h+1 | TrendPairRisk:1.15,0,0,0.575,range,0.184,1.5271,3.174,-0.1212,1.729,1.0,-0.3268,1.25,3374,0,1,0.718,3.255,0,0.646,0
ADAUSDT,3375,3386,1774539000,1774549800,SHORT,TRAIL,0.25563636,0.25340032,0.2474,0.26086614,0.37793378255764515,0.30919501510471237,0.0687387674529328,17,2.56,34.99,0.24637681159420127,0.00756062705130608,1.9642509086853805,base,adaptive disabled,1.15,86.3,90,79,90,80,NEW_YORK,bearish,bearish,FVG,BOS bearish | Vol 2.6x | FVG | ChoCH | Engulfing | Session:NEW_YORK | StrongTrend1h | Zone:FVG | MTF 17 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:NEW_YORK | Strong1h+1 | TrendPairRisk:1.15,0,1,0.475,bull,0.1651,1.0449,10.0,-0.1547,1.541,1.0,-0.0814,0.703125,3374,0,1,0.79,3.238,0,0.553,1
BTCUSDT,3375,3385,1774539000,1774548900,SHORT,TRAIL,68903.17878,68409.63586974,65827.77934868,70130.87355044,0.23765092766913673,0.185034649045502,0.052616278623634744,15,4.53,31.56,0.3449190993921854,0.007108383803811216,2.485534005339985,base,adaptive disabled,1.15,82.5,90,90,70,80,NEW_YORK,bearish,bearish,FVG,BOS bearish | Vol 4.5x | FVG | ChoCH | Engulfing | Session:NEW_YORK | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:NEW_YORK | Strong1h+1 | TrendPairRisk:1.15,0,0,0.575,range,0.2418,1.2221,1.826,0.0578,2.327,-1.0,0.1596,0.46875,3374,0,1,0.611,0.449,1,0.876,1
ETHUSDT,3375,3385,1774539000,1774548900,SHORT,TRAIL,2068.09017,2054.03179907,2022.0,2103.68033488,0.9049748501221134,0.7597036651632196,0.14527118495889374,15,2.34,34.8,0.1566606023852832,0.007792591616389028,2.112066286340587,base,adaptive disabled,1.15,78.1,90,68,70,80,NEW_YORK,bearish,bearish,FVG,BOS bearish | Vol 2.3x | FVG | ChoCH | Session:NEW_YORK | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:NEW_YORK | Strong1h+1 | TrendPairRisk:1.15,0,0,0.55,range,0.1846,1.8665,0.823,0.0067,1.431,1.0,-0.2531,1.25,3374,16,1,0.336,0.458,1,1.167,1
HYPEUSDT,3381,3386,1774544400,1774549800,SHORT,TRAIL,39.0229602,38.54978669,36.31293345,40.04102218,0.9963928075014472,0.8814009082852521,0.1149918992161952,16,1.5,38.96,0.4356589147286861,0.006380456270479236,1.2764838975619162,base,adaptive disabled,1.15,69.8,65,100,50,80,NEW_YORK,bearish,neutral,FVG,BOS bearish | Vol 1.5x | FVG | LiqSweep | MACD_Div | ChoCH | BearWick | Session:NEW_YORK | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.15,BOS+2 | 1h+2 | 4hN+1 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | LiqSweep+1 | MACD_Div+1 | ChoCH+1 | BearWick+1 | Zone:FVG+1 | Sess:NEW_YORK | Strong1h+1 | QualityRisk:1.15,0,0,0.325,bear,0.2269,1.1073,0.0,-0.077,1.327,1.0,-0.0652,1.5,3379,1,1,0.272,0.272,1,0.872,1
BTCUSDT,3426,3444,1774584900,1774602000,SHORT,TRAIL,68386.51794,68039.17312018,66046.66560092,69367.51146636,0.18524999273037435,0.14603728101760227,0.03921271171277208,16,1.31,39.28,0.5285584768812316,0.0038927149365416158,1.4168493219636853,base,adaptive disabled,1.15,84.5,90,100,70,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 1.3x | FVG | ChoCH | Engulfing | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+1 | TrendPairRisk:1.15,0,1,0.525,bull,0.554,2.3326,0.0,0.0137,1.507,1.0,-0.0525,0.28125,3426,0,1,0.672,0.017,1,0.605,0
ETHUSDT,3426,3452,1774584900,1774609200,SHORT,TRAIL,2047.226172,2032.32314618,1954.65573091,2084.10142303,1.4247349153450437,1.3414584854299856,0.08327642991505825,15,1.3,37.7,0.6498010233087131,0.0048732832916820535,1.4137579371454643,base,adaptive disabled,1.15,84.5,90,100,70,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 1.3x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+1 | TrendPairRisk:1.15,0,0,0.525,range,0.6987,3.0199,0.0,-0.0668,1.309,1.0,-0.2794,0.75,3426,0,1,0.969,0.488,1,0.54,0
