symbol,entry_bar,exit_bar,entry_time,exit_time,direction,outcome,entry,tp1,tp2,sl,gross_r,net_r,cost_r,mtf_score,volume_ratio,rsi,eff_ratio,vol_atr_pct,vol_ratio_regime,adaptive_pack,adaptive_reason,risk_mult,quality_score,trend_score,volatility_score,entry_quality_score,portfolio_risk_score,session,trend_1h,trend_4h,entry_source,signals,score_tags,premium,sniper,knn_score,swing_trend,mae_r,mfe_tp1,accel_ratio,buy_pressure,absorption,obv_agree,obv_strength,size_mult,signal_bar,zone_age_bars,bos_candles_ago,extension_atr,room_atr,tp1_beyond_level,entry_range_atr,run_bars
ADAUSDT,149,328,1674694800,1674856800,LONG,TRAIL,0.3797,0.3876737,0.4195685,0.3664105,0.7418241331976075,0.6664893117690361,0.07533482142857138,14,5.35,63.9,0.14628030091947694,0.021441056914691378,3.0363769774960123,base,adaptive disabled,1.0,69.7,55,57,90,80,OFF_HOURS,bullish,neutral,FVG,BOS bullish | Vol 5.3x | FVG | ChoCH | Engulfing | Zone:FVG | MTF 14,BOS+2 | BodyStrong+1 | 1h+2 | 4hN+1 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF_HOURS,0,0,0.525,bull,0.9165,1.2917,0.492,0.1194,2.641,1.0,0.1188,1.318359375,149,0,1,0.117,0.11,1,0.55,0
DOTUSDT,169,181,1674712800,1674724500,LONG,SL,6.459,6.50848769,6.70643845,6.37652052,-0.9309133617234187,-1.063062139819498,0.13214877809607925,15,1.62,61.51,0.42647058823529527,0.004790000524217177,0.9864207746364158,base,adaptive disabled,1.15,69.2,55,100,60,80,OFF_HOURS,bullish,neutral,OB,BOS bullish | Vol 1.6x | FVG | OB | ChoCH | Engulfing | Zone:OB | MTF 15 | Risk x1.15,BOS+2 | 1h+2 | 4hN+1 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | OB+1 | ChoCH+1 | Engulfing+1 | Zone:OB+1 | Sess:OFF_HOURS | NestedOB_1h+2 | QualityRisk:1.15,0,0,0.45,range,1.2488,0.6264,0.0,0.1219,2.153,-1.0,-0.0386,0.84375,169,29,1,0.638,1.102,1,3.886,2
ETHUSDT,170,202,1674713700,1674743400,LONG,TRAIL,1608.97,1620.554584,1666.89292,1589.66236,0.5663201663316576,0.39053891633165755,0.17578125000000008,15,8.06,43.29,0.3160116921078282,0.007857895289122003,1.9382887872959522,base,adaptive disabled,1.0,75.7,55,87,90,80,OFF_HOURS,bullish,neutral,FVG,BOS bullish | Vol 8.1x | FVG | ChoCH | Discount | BullWick | Zone:FVG | MTF 15,BOS+2 | BodyStrong+1 | 1h+2 | 4hN+1 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Discount+1 | BullWick+1 | Zone:FVG+1 | Sess:OFF_HOURS,0,0,0.575,range,0.9307,1.0065,1.779,-0.0402,2.266,1.0,-0.2451,1.0546875,170,26,2,1.799,2.64,0,0.971,0
AVAXUSDT,203,246,1674743400,1674783000,LONG,SL,18.35,18.73535,20.27675,17.70775,-2.0727909692487354,-2.1799338263915926,0.10714285714285705,14,3.52,66.73,0.6428571428571501,0.017651714072663444,2.883648198977535,base,adaptive disabled,1.15,73.8,65,90,70,80,NEW_YORK,bullish,neutral,FVG,BOS bullish | Vol 3.5x | FVG | LiqSweep | ChoCH | Session:NEW_YORK | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | 1h+2 | 4hN+1 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | LiqSweep+1 | ChoCH+1 | Zone:FVG+1 | Sess:NEW_YORK | Strong1h+1 | RelStrengthRisk:1.15,0,1,0.55,bear,1.4013,0.9861,0.0,0.2902,1.408,1.0,0.4542,1.875,203,1,2,0.349,-1.0,0,1.803,0
LINKUSDT,203,207,1674743400,1674747900,LONG,TRAIL,6.973,7.08958959,7.55594797,6.77868401,0.0,-0.12615767299953046,0.12615767299953046,17,2.25,67.76,0.7777777777777802,0.012057142656590107,2.50277052117725,base,adaptive disabled,1.15,73.8,65,90,70,80,NEW_YORK,bullish,neutral,FVG,BOS bullish | Vol 2.2x | FVG | LiqSweep | MACD_Div | ChoCH | Engulfing | BullWick | Session:NEW_YORK | StrongTrend1h | Zone:FVG | MTF 17 | Risk x1.15,BOS+2 | 1h+2 | 4hN+1 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | LiqSweep+1 | MACD_Div+1 | ChoCH+1 | Engulfing+1 | BullWick+1 | Zone:FVG+1 | Sess:NEW_YORK | Strong1h+1 | RelStrengthRisk:1.15,0,1,0.425,bear,0.0309,1.0807,0.0,0.4593,1.876,1.0,0.7355,1.7578125,201,0,5,1.824,0.139,1,2.239,0
LINKUSDT,227,275,1674765000,1674809100,LONG,TRAIL,7.213,7.364473,7.970365,6.960545,0.7087711476219964,0.6334363261934252,0.07533482142857134,14,1.53,66.17,0.5024875621890555,0.012796715277147893,1.9142216918116048,base,adaptive disabled,1.15,73.8,65,90,70,80,DEAD_ZONE,bullish,neutral,FVG,BOS bullish | Vol 1.5x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4hN+1 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+1 | RelStrengthRisk:1.15,0,0,0.4,bull,1.1606,1.0761,0.0,-0.1278,1.481,1.0,0.1139,1.318359375,227,1,3,1.254,0.11,1,0.94,0
LINKUSDT,269,275,1674802800,1674809100,LONG,TRAIL,7.164,7.29355727,7.81178637,6.94807121,0.9041136123311102,0.834129602787964,0.06998400954314629,16,1.46,55.81,0.4035087719298273,0.005759993613952454,0.947451972838641,base,adaptive disabled,1.25,78.8,65,100,80,80,LONDON,bullish,neutral,OB,BOS bullish | Vol 1.5x | FVG | OB | ChoCH | Engulfing | Session:LONDON | StrongTrend1h | Zone:OB | MTF 16 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4hN+1 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | OB+1 | ChoCH+1 | Engulfing+1 | Zone:OB+1 | Sess:LONDON | Strong1h+1 | QualityRisk:1.15 | RelStrengthRisk:1.25,0,0,0.5,bull,0.1297,1.6363,10.0,0.0847,1.024,-1.0,-0.0183,1.0546875,269,4,6,1.335,1.046,1,0.779,0
AVAXUSDT,274,309,1674807300,1674839700,LONG,TRAIL,18.1,18.33755852,19.28779258,17.70406914,3.021140523416843,2.838280313934814,0.18286020948202927,15,3.42,60.21,0.23404255319148518,0.004777359920589559,0.9544103485853126,base,adaptive disabled,1.15,71.6,60,88,70,80,LONDON,neutral,bullish,FVG,BOS bullish | Vol 3.4x | FVG | ChoCH | BullWick | Session:LONDON | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | 1hN+1 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:LONDON | NestedOB_1h+2 | QualityRisk:1.15,0,0,0.5,bull,1.086,1.0524,0.647,0.2145,3.641,1.0,0.3175,2.0,274,2,3,0.417,1.355,1,0.73,1
XLMUSDT,294,299,1674825300,1674830700,SHORT,TRAIL,0.09115,0.09049372,0.0878686,0.0922438,0.7072048055444762,0.5405381388778104,0.16666666666666577,16,4.59,37.67,0.3464052287581646,0.0049137932358672256,1.5431005189027922,base,adaptive disabled,1.15,90.5,90,100,90,80,NEW_YORK,bearish,bearish,FVG,BOS bearish | Vol 4.6x | FVG | ChoCH | Session:NEW_YORK | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:NEW_YORK | Strong1h+1 | TrendPairRisk:1.15,0,0,0.525,bear,0.2743,1.1428,1.656,-0.0225,2.182,1.0,-0.3707,1.0,294,3,3,1.022,2.105,0,2.725,2
AAVEUSDT,303,389,1674833400,1674911700,LONG,SL,88.09,89.93989,97.33945,85.00685,-1.3054830287206247,-1.3769116001491963,0.07142857142857134,16,1.36,65.34,0.4111111111111105,0.010933890742698004,1.9819954865067477,base,adaptive disabled,1.25,76.5,90,90,50,80,NEW_YORK,bullish,bullish,FVG,BOS bullish | Vol 1.4x | FVG | LiqSweep | MACD_Div | ChoCH | BullWick | Session:NEW_YORK | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.25,BOS+2 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | LiqSweep+1 | MACD_Div+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:NEW_YORK | Strong1h+1 | QualityRisk:1.15 | RelStrengthRisk:1.25,0,0,0.55,range,1.2001,0.8379,0.0,0.1072,1.791,-1.0,-0.0053,1.25,302,0,1,0.646,1.457,1,2.293,5
DOTUSDT,323,338,1674851400,1674865800,LONG,TRAIL,6.52,6.61599163,6.99995816,6.36001395,0.2755093765373477,0.22966162918687547,0.045847747350472215,15,4.53,71.77,0.6350364963503716,0.0059138388679059115,1.3538466837096015,base,adaptive disabled,1.0,90.5,90,100,90,80,DEAD_ZONE,bullish,bullish,FVG,BOS bullish | Vol 4.5x | FVG | ChoCH | Engulfing | StrongTrend1h | Zone:FVG | MTF 15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | BTCok+1 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+1,0,0,0.5,bull,0.2563,1.0834,3.955,0.1895,2.416,1.0,0.4348,0.5625,321,0,1,1.469,0.031,1,3.033,0
AVAXUSDT,338,340,1674864900,1674867600,LONG,TRAIL,20.95,21.38995,23.14975,20.21675,0.0,-0.04017857142857153,0.04017857142857153,14,1.7,70.34,0.3435114503816801,0.021269075657822895,2.3308404676904217,base,adaptive disabled,1.0,82.5,90,90,70,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 1.7x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 14,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+1,0,0,0.525,bull,0.2864,1.932,0.726,0.0707,1.469,1.0,0.5154,0.703125,337,3,5,2.151,-1.0,0,1.479,0
ADAUSDT,342,513,1674868500,1675023300,LONG,TRAIL,0.39086,0.39827972,0.42795858,0.37849381,0.20148012352276576,0.17481159222897194,0.026668531293793804,15,2.43,71.0,0.46852367688022223,0.009540411737650146,1.8348413409872122,base,adaptive disabled,1.15,88.5,90,90,90,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 2.4x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+1 | RelStrengthRisk:1.15,0,0,0.7,bull,1.1426,1.0176,2.376,-0.094,2.034,1.0,0.4306,0.421875,338,0,1,1.471,-1.0,0,3.407,0
XLMUSDT,357,388,1674882000,1674910800,LONG,SL,0.09347,0.0942783,0.09751152,0.09212283,-0.7905461077666494,-0.8946198326862962,0.10407372491964677,13,1.35,64.34,0.2658227848101293,0.002814597436973113,0.9758313568759506,base,adaptive disabled,1.15,76.7,90,91,50,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 1.4x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+1 | QualityRisk:1.15,0,0,0.4,bull,1.3139,0.8042,0.75,0.0923,1.44,1.0,0.1872,0.75,355,1,2,0.488,0.836,1,1.114,3
XLMUSDT,379,388,1674901800,1674910800,LONG,SL,0.09347,0.09414298,0.09683492,0.09234836,-1.2660033522342278,-1.4326700189008954,0.16666666666666768,16,1.98,54.13,0.3333333333333407,0.0034526801130918584,1.0771211070984192,base,adaptive disabled,1.15,78.5,90,100,50,80,LONDON,bullish,bullish,FVG,BOS bullish | Vol 2.0x | FVG | ChoCH | BullWick | Session:LONDON | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:LONDON | Strong1h+1 | NestedOB_1h+2 | QualityRisk:1.15,0,0,0.475,range,1.578,0.2229,0.0,-0.1129,2.141,1.0,-0.0868,1.0,379,25,2,0.124,0.803,1,1.05,0
XRPUSDT,393,438,1674914400,1674955800,SHORT,SL,0.40806,0.40508305,0.39317524,0.41302159,-1.534286388032871,-1.7501763547572469,0.21588996672437594,14,3.02,33.31,0.38323353293413165,0.005562689390618981,1.8588427592589154,base,adaptive disabled,1.0,72.0,60,90,70,80,NEW_YORK,neutral,bearish,FVG,BOS bearish | Vol 3.0x | FVG | ChoCH | Session:NEW_YORK | Zone:FVG | MTF 14,BOS+2 | 1hN+1 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:NEW_YORK | NestedOB_1h+2,0,0,0.5,range,1.2073,0.9641,10.0,0.1688,1.941,1.0,-0.2683,1.3125,390,0,1,1.16,1.495,1,1.039,1
XLMUSDT,416,439,1674935100,1674956700,LONG,TRAIL,0.09284,0.09368925,0.09708625,0.09142458,0.7454379519068812,0.5732593759364979,0.17217857597038333,16,1.56,60.65,0.31623931623931484,0.0026555117797042948,0.822766067296899,base,adaptive disabled,1.15,67.4,60,97,50,80,DEAD_ZONE,neutral,bullish,FVG,BOS bullish | Vol 1.6x | FVG | LiqSweep | ChoCH | BullWick | Zone:FVG | MTF 16 | Risk x1.15,BOS+2 | 1hN+1 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | LiqSweep+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:DEAD_ZONE | NestedOB_1h+2 | QualityRisk:1.15,0,0,0.575,range,0.5016,1.2953,0.974,0.4558,2.264,1.0,0.0646,1.3125,414,0,1,0.917,0.753,1,0.753,0
SOLUSDT,420,436,1674938700,1674954000,SHORT,SL,23.945,23.70152654,22.72763268,24.35078911,-1.4305460291923486,-1.563315117056732,0.13276908786438335,15,2.69,32.86,0.4026845637583914,0.006026023128068935,1.211629063499083,base,adaptive disabled,1.15,78.2,55,100,90,80,DEAD_ZONE,bearish,neutral,FVG,BOS bearish | Vol 2.7x | FVG | ChoCH | Engulfing | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4hN+1 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:DEAD_ZONE | QualityRisk:1.15,0,0,0.475,range,1.4071,0.9364,2.353,0.0018,2.118,1.0,-0.3624,1.125,420,0,1,1.026,0.922,1,1.574,4
AVAXUSDT,438,504,1674954900,1675015200,LONG,TRAIL,20.67,21.0318088,22.47904402,20.06698533,0.5543081976709598,0.4900373732148981,0.06427082445606172,16,2.5,54.47,0.16129032258064369,0.010306996748254879,1.3244490821571924,base,adaptive disabled,1.15,80.3,90,79,70,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 2.5x | FVG | MACD_Div | ChoCH | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | MACD_Div+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+1 | QualityRisk:1.15,0,0,0.45,range,0.8623,1.2161,0.0,0.0026,1.602,-1.0,-0.0654,0.9375,438,1,1,0.116,0.751,1,0.52,0
XLMUSDT,439,494,1674955800,1675006200,LONG,TRAIL,0.09314,0.09393957,0.09713784,0.09180739,0.8308180290570126,0.6473491221750288,0.18346890688198375,17,3.11,67.28,0.5414634146341473,0.003861063107430151,1.2352739154947499,base,adaptive disabled,1.0,80.0,60,100,90,80,OFF_HOURS,neutral,bullish,FVG,BOS bullish | Vol 3.1x | FVG | ChoCH | BullWick | Zone:FVG | MTF 17,BOS+2 | BodyStrong+1 | 1hN+1 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:OFF_HOURS | NestedOB_1h+2,0,0,0.5,range,0.5628,1.0631,0.0,0.3594,2.576,1.0,0.3622,1.3125,437,0,1,1.147,1.674,1,1.953,0
BTCUSDT,440,442,1674956700,1674959400,LONG,TRAIL,23102.7,23269.03944,23934.3972,22825.4676,0.1158485184687546,0.05432508096875477,0.06152343749999983,13,2.65,67.57,0.5125709651257034,0.0030837780644436146,2.2804984992388286,base,adaptive disabled,1.0,72.0,60,90,70,80,OFF_HOURS,neutral,bullish,FVG,BOS bullish | Vol 2.6x | FVG | ChoCH | Zone:FVG | MTF 13,BOS+2 | 1hN+1 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS,0,0,0.35,range,0.1703,1.1002,0.0,0.3376,2.232,1.0,0.294,0.369140625,436,0,4,2.676,1.348,1,5.789,0
XLMUSDT,469,478,1674982800,1674991800,LONG,TRAIL,0.09314,0.09381061,0.09649304,0.09202232,0.44682407372956195,0.15515740706289421,0.29166666666666774,13,1.33,56.93,0.18584070796460242,0.0022954574644092327,0.8836554806930141,base,adaptive disabled,1.15,64.4,60,82,50,80,LONDON,neutral,bullish,FVG,BOS bullish | Vol 1.3x | FVG | ChoCH | Discount | BullWick | Session:LONDON | Zone:FVG | MTF 13 | Risk x1.15,BOS+2 | 1hN+1 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Discount+1 | BullWick+1 | Zone:FVG+1 | Sess:LONDON | QualityRisk:1.15,0,0,0.45,range,0.1432,1.0289,1.313,0.082,1.705,-1.0,-0.0701,1.75,468,31,1,0.173,0.562,1,1.384,1
ETHUSDT,471,474,1674984600,1674988200,LONG,TRAIL,1598.0,1609.5056,1655.528,1578.824,1.5755636613514927,1.2943136613514916,0.281250000000001,17,4.89,63.2,0.3457013574660586,0.004482360925361377,1.6822934747833103,base,adaptive disabled,1.0,75.8,65,100,70,80,LONDON,bullish,neutral,FVG,BOS bullish | Vol 4.9x | FVG | LiqSweep | ChoCH | Discount | BullWick | Session:LONDON | StrongTrend1h | Zone:FVG | MTF 17,BOS+2 | 1h+2 | 4hN+1 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | LiqSweep+1 | ChoCH+1 | Discount+1 | BullWick+1 | Zone:FVG+1 | Sess:LONDON | Strong1h+1,0,0,0.425,range,0.0428,1.3028,0.0,0.049,3.353,1.0,0.4638,1.6875,471,0,1,1.29,0.527,1,1.004,3
BTCUSDT,474,477,1674987300,1674990900,LONG,TRAIL,23393.0,23575.42582224,24305.12911118,23088.95696294,0.0,-0.06491792721470836,0.06491792721470836,15,5.55,70.0,0.4957451981521959,0.005587067399633008,3.1533354028178127,base,adaptive disabled,1.0,80.5,90,80,70,80,LONDON,bullish,bullish,FVG,BOS bullish | Vol 5.5x | FVG | ChoCH | Engulfing | Session:LONDON | StrongTrend1h | Zone:FVG | MTF 15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:LONDON | Strong1h+1,0,0,0.45,range,0.4391,1.4965,0.0,0.0281,3.188,1.0,0.5815,0.421875,474,0,4,2.774,1.621,1,1.477,2
ADAUSDT,476,478,1674989100,1674991800,LONG,TRAIL,0.38686,0.38964539,0.39429,0.38221768,0.951000744464636,0.763500744464635,0.1875000000000009,15,2.38,63.99,0.5883424408014537,0.0039056401618578697,1.2100498807084148,base,adaptive disabled,1.0,84.5,90,100,70,80,LONDON,bullish,bullish,FVG,BOS bullish | Vol 2.4x | FVG | ChoCH | Session:LONDON | StrongTrend1h | Zone:FVG | MTF 15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:LONDON | Strong1h+1,0,0,0.65,range,0.0711,1.594,0.0,-0.0024,1.62,1.0,0.4933,1.125,471,0,1,1.028,1.059,1,3.714,8
LINKUSDT,481,502,1674993600,1675013400,LONG,TRAIL,7.326,7.448,7.589736,7.238088,2.262622439270762,2.002205772604093,0.2604166666666687,17,3.88,59.52,0.3333333333333333,0.007115677697702084,1.6877928423198552,base,adaptive disabled,1.15,84.5,90,100,70,80,OVERLAP,bullish,bullish,FVG,BOS bullish | Vol 3.9x | FVG | ChoCH | BullWick | Session:OVERLAP | StrongTrend1h | Zone:FVG | MTF 17 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:OVERLAP | Strong1h+1 | NestedOB_1h+2 | QualityRisk:1.15,0,0,0.525,range,0.6825,1.623,2.421,0.1163,1.437,1.0,0.1995,1.5625,477,24,6,0.948,0.747,1,1.005,0
ADAUSDT,500,503,1675010700,1675014300,LONG,TRAIL,0.3904,0.39349429,0.40587144,0.38524285,0.5898710552992747,0.4479321937187506,0.14193886158052416,16,2.36,56.69,0.24431818181818005,0.007341260059254909,2.211597275164139,base,adaptive disabled,1.15,86.3,90,79,90,80,NEW_YORK,bullish,bullish,FVG,BOS bullish | Vol 2.4x | FVG | ChoCH | Session:NEW_YORK | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:NEW_YORK | Strong1h+1 | QualityRisk:1.15,0,0,0.475,range,0.0388,1.325,0.0,0.0036,1.661,1.0,-0.1162,0.9375,500,0,1,0.25,2.072,0,1.377,0
AVAXUSDT,504,563,1675014300,1675068300,LONG,TRAIL,20.83,21.16014394,22.4807197,20.2797601,0.5203350873451104,0.46709978488885423,0.05323530245625613,14,5.23,70.09,0.799999999999994,0.010526519756958555,1.972287019926996,base,adaptive disabled,1.15,82.5,90,90,70,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 5.2x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+1 | RelStrengthRisk:1.15,0,0,0.45,range,0.8905,1.4539,0.0,0.0013,2.621,1.0,0.3133,0.703125,503,0,2,2.353,0.784,1,1.284,0
ADAUSDT,512,564,1675021500,1675069200,LONG,SL,0.39589,0.40190487,0.42596436,0.38586521,-0.9213409956717318,-0.9657684849258708,0.04442748925413897,15,1.62,67.06,0.396319018404907,0.005227637559006618,1.421478733543298,base,adaptive disabled,1.0,84.5,90,100,70,80,DEAD_ZONE,bullish,bullish,FVG,BOS bullish | Vol 1.6x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+1,0,0,0.5,bull,1.6569,0.5736,0.868,0.1007,1.12,1.0,0.324,0.5625,512,1,3,0.954,0.948,1,2.207,0
BTCUSDT,515,564,1675024200,1675069200,LONG,SL,23712.4,23919.40893443,24747.44467216,23367.38510928,-0.42949912521387074,-0.4778239416158702,0.04832481640199947,17,2.17,63.0,0.3007894312872495,0.0062822379358224946,2.240097783297418,base,adaptive disabled,1.15,90.7,90,86,100,80,DEAD_ZONE,bullish,bullish,OB,BOS bullish | Vol 2.2x | FVG | OB | ChoCH | BullWick | StrongTrend1h | Zone:OB | MTF 17 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | OB+1 | ChoCH+1 | BullWick+1 | Zone:OB+1 | Sess:DEAD_ZONE | Strong1h+1 | QualityRisk:1.15,0,0,0.575,range,1.2652,0.8198,1.737,0.2447,1.101,1.0,0.4364,0.3515625,513,5,6,1.355,0.374,1,2.037,0
ADAUSDT,527,529,1675035000,1675037700,LONG,TRAIL,0.3951,0.3982751,0.41097549,0.38980817,0.0,-0.06299628389422944,0.06299628389422944,15,1.53,55.26,0.12889812889813138,0.008123916292869526,2.1545510250003854,base,adaptive disabled,1.25,71.5,90,65,50,80,DEAD_ZONE,bullish,bullish,FVG,BOS bullish | Vol 1.5x | FVG | ChoCH | Engulfing | BullWick | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.25,BOS+2 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Engulfing+1 | BullWick+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+1 | QualityRisk:1.15 | RelStrengthRisk:1.25,0,0,0.55,bull,0.0321,1.0393,0.805,0.2526,1.482,1.0,0.0576,0.421875,527,8,2,1.318,1.098,1,1.726,1
DOTUSDT,649,694,1675144800,1675186200,SHORT,SL,6.196,6.14105596,6.057,6.2875734,-0.32479068703356984,-0.36760777420080376,0.04281708716723388,16,1.31,37.17,0.617021276595735,0.003990246427198176,0.9809621816783466,base,adaptive disabled,1.25,84.5,90,100,70,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 1.3x | FVG | LiqSweep | ChoCH | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | LiqSweep+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+1 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0,0.525,range,1.3869,0.6006,0.0,-0.0398,0.977,-1.0,0.0615,0.31640625,648,0,1,1.791,6.308,0,1.302,0
SOLUSDT,715,747,1675204200,1675233900,SHORT,TRAIL,24.008,23.6159515,22.04775748,24.66141417,0.663966750894012,0.5916301653559299,0.07233658553808206,16,5.68,38.9,0.4747474747474744,0.009246887826197193,1.5410416849722792,base,adaptive disabled,1.15,74.0,60,100,70,80,DEAD_ZONE,neutral,bearish,FVG,BOS bearish | Vol 5.7x | FVG | ChoCH | Engulfing | Zone:FVG | MTF 16 | Risk x1.15,BOS+2 | 1hN+1 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:DEAD_ZONE | NestedOB_1h+2 | QualityRisk:1.15,0,0,0.5,bear,0.3903,1.0203,9.4,-0.0317,2.368,1.0,-0.5323,0.984375,710,3,4,1.01,0.698,1,2.644,0
