symbol,entry_bar,exit_bar,entry_time,exit_time,direction,outcome,entry,tp1,tp2,sl,gross_r,net_r,cost_r,mtf_score,volume_ratio,rsi,eff_ratio,vol_atr_pct,vol_ratio_regime,adaptive_pack,adaptive_reason,risk_mult,quality_score,trend_score,volatility_score,entry_quality_score,portfolio_risk_score,session,trend_1h,trend_4h,entry_source,signals,score_tags,premium,sniper,knn_score,swing_trend,mae_r,size_mult,signal_bar
BTCUSDT,13771,13776,1702852200,1702857600,SHORT,TRAIL,41764.8,41298.40362861,40210.1454287,42542.12728565,0.5092496340026009,0.40179219420598683,0.10745743979661408,13,1.51,31.66,0.42678623934136867,0.0029734970334562047,1.238864053064571,base,adaptive disabled,1.15,84.5,90,100,70,80,DEAD_ZONE,bearish,bearish,FVG,BOS bearish | Vol 1.5x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+0 | TrendPairRisk:1.15,0,1,0.425,bull,0.1033,1.0,13771
DOTUSDT,13771,13784,1702852200,1702864800,SHORT,TRAIL,6.843,6.72222798,6.44042659,7.04428671,0.6716075027693078,0.6036149363450266,0.06799256642428116,14,2.45,29.16,0.5410764872521232,0.005375106522929586,0.9584228400253881,base,adaptive disabled,1.25,90.5,90,100,90,80,DEAD_ZONE,bearish,bearish,FVG,BOS bearish | Vol 2.5x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+0 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0,0.45,range,0.0745,1.0,13771
LINKUSDT,13775,13784,1702855800,1702864800,SHORT,TRAIL,14.029,13.79230119,13.24000396,14.42349802,0.49043363765599485,0.41931034025642877,0.0711232973995661,13,3.79,31.56,0.3938461538461529,0.007382402075524326,1.5705501142905598,base,adaptive disabled,1.15,84.5,90,100,70,80,DEAD_ZONE,bearish,bearish,FVG,BOS bearish | Vol 3.8x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+0 | TrendPairRisk:1.15,0,0,0.6,range,0.3245,1.0,13775
SUIUSDT,13775,13784,1702855800,1702864800,SHORT,TRAIL,0.6107,0.59850157,0.57003857,0.63103072,0.7928132513085783,0.7327366775325389,0.060076573776039345,15,4.47,33.43,0.32110091743118957,0.00715414315207896,1.3551681469939432,base,adaptive disabled,1.25,84.1,90,98,70,80,DEAD_ZONE,bearish,bearish,FVG,BOS bearish | Vol 4.5x | FVG | ChoCH | Engulfing | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.25,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+0 | QualityRisk:1.15 | TrendPairRisk:1.25,0,1,0.4,bull,0.4279,1.0,13775
SUIUSDT,13776,13784,1702856700,1702864800,SHORT,TRAIL,0.6107,0.5985286,0.57012867,0.63098566,0.7946853481732107,0.7344753278928746,0.060210020280336014,15,1.69,35.97,0.37579617834394896,0.007160548875035168,1.366769766746113,base,adaptive disabled,1.25,78.5,90,100,50,80,DEAD_ZONE,bearish,bearish,FVG,BOS bearish | Vol 1.7x | FVG | ChoCH | Engulfing | BearWick | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.25,BOS+2 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | BearWick+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+0 | QualityRisk:1.15 | TrendPairRisk:1.25,0,1,0.525,bull,0.4289,1.0,13776
SUIUSDT,13940,13943,1703004300,1703007900,LONG,TRAIL,0.6576,0.6714096,0.703632,0.634584,1.3507254550559546,1.2935825979130973,0.05714285714285732,16,2.76,66.0,0.2545982575024196,0.028551325124079624,2.7140804439375135,base,adaptive disabled,1.15,80.5,90,80,70,80,NEW_YORK,bullish,bullish,FVG,BOS bullish | Vol 2.8x | FVG | MACD_Div | ChoCH | Engulfing | BullWick | Session:NEW_YORK | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | MACD_Div+1 | ChoCH+1 | Engulfing+1 | BullWick+1 | Zone:FVG+1 | Sess:NEW_YORK | Strong1h+0 | QualityRisk:1.15,0,1,0.5,bear,0.2086,1.0,13940
XRPUSDT,13943,14008,1703007000,1703066400,SHORT,SL,0.601,0.59338038,0.57560126,0.61369937,-1.0157984214965021,-1.110448786042145,0.0946503645456429,13,1.94,30.82,0.29780564263323045,0.00593672098030655,2.1347750210911713,base,adaptive disabled,1.15,81.5,90,85,70,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 1.9x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | TrendPairRisk:1.15,0,0,0.475,range,1.0552,1.0,13942
BTCUSDT,13987,13995,1703046600,1703054700,LONG,TRAIL,42602.0,42911.89673659,43634.98912198,42085.50543901,0.7262714852826389,0.5613055661126802,0.16496591916995865,13,1.51,65.34,0.4254608170744768,0.0037709561334622866,1.2903163215377713,base,adaptive disabled,1.0,68.0,60,100,50,80,OFF_HOURS,neutral,bullish,FVG,BOS bullish | Vol 1.5x | FVG | ChoCH | Engulfing | Zone:FVG | MTF 13,BOS+2 | 1hN+1 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF_HOURS,0,1,0.425,bear,0.031,1.0,13987
BTCUSDT,13989,13995,1703048400,1703054700,LONG,TRAIL,42602.0,42922.84565553,43671.48551843,42067.25724078,0.6997810733987924,0.5404446475549287,0.15933642584386365,13,1.74,61.98,0.29590683931519646,0.004646606512011877,1.589098207211588,base,adaptive disabled,1.0,73.0,60,95,70,80,OFF_HOURS,neutral,bullish,FVG,BOS bullish | Vol 1.7x | FVG | ChoCH | Engulfing | Zone:FVG | MTF 13,BOS+2 | BodyStrong+1 | 1hN+1 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF_HOURS,0,0,0.5,range,0.0299,1.0,13989
SOLUSDT,13989,13995,1703048400,1703054700,LONG,TRAIL,74.69,76.09982727,79.38942424,72.34028788,0.5573084390971648,0.4937346937312854,0.06357374536587931,14,2.26,53.09,0.2413793103448259,0.007529951127111866,0.9369596083524449,base,adaptive disabled,1.15,88.1,90,88,90,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 2.3x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | QualityRisk:1.15,0,0,0.6,range,0.1362,1.0,13989
SUIUSDT,14030,14046,1703085300,1703100600,LONG,SL,0.713,0.727973,0.76291,0.688045,-1.0979763574433996,-1.1551192145862568,0.05714285714285726,14,1.62,61.69,0.20972644376899777,0.012531324993845017,1.0222392355614958,base,adaptive disabled,1.25,81.5,90,85,70,80,NEW_YORK,bullish,bullish,FVG,BOS bullish | Vol 1.6x | FVG | Engulfing | Session:NEW_YORK | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | Engulfing+1 | Zone:FVG+1 | Sess:NEW_YORK | Strong1h+0 | QualityRisk:1.15 | RelStrengthRisk:1.25,0,0,0.475,range,1.2262,1.0,14030
SUIUSDT,14031,14048,1703086200,1703102400,LONG,SL,0.7073,0.7221533,0.7472,0.6825445,-1.0583506695481795,-1.1154935266910364,0.05714285714285705,16,2.5,60.01,0.1551901336074008,0.015237711063129857,1.2332037196636307,base,adaptive disabled,1.25,80.1,90,78,70,80,NEW_YORK,bullish,bullish,FVG,BOS bullish | Vol 2.5x | FVG | ChoCH | Engulfing | BullWick | Session:NEW_YORK | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.25,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | BullWick+1 | Zone:FVG+1 | Sess:NEW_YORK | Strong1h+0 | QualityRisk:1.15 | RelStrengthRisk:1.25,0,0,0.325,range,1.3936,1.0,14031
DOTUSDT,14071,14087,1703122200,1703137500,LONG,TRAIL,7.055,7.203155,7.54885,6.808075,0.7686884663806903,0.7115456092378332,0.05714285714285713,16,3.0,56.96,0.16620498614958454,0.01348233087632618,2.1770900199465144,base,adaptive disabled,1.25,84.3,90,69,90,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 3.0x | FVG | LiqSweep | ChoCH | Engulfing | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | LiqSweep+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | QualityRisk:1.15 | RelStrengthRisk:1.25,0,0,0.525,range,0.1377,1.0,14071
DOTUSDT,14073,14087,1703124000,1703137500,LONG,TRAIL,7.055,7.203155,7.54885,6.808075,0.769242695890165,0.7120998387473079,0.05714285714285713,15,1.62,55.03,0.18684603886397594,0.007845659395508738,1.2844986545387416,base,adaptive disabled,1.25,80.9,90,82,70,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 1.6x | FVG | LiqSweep | Engulfing | BullWick | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | LiqSweep+1 | Engulfing+1 | BullWick+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | QualityRisk:1.15 | RelStrengthRisk:1.25,0,0,0.45,range,0.0688,1.0,14073
AVAXUSDT,14078,14086,1703128500,1703136600,LONG,TRAIL,43.97,44.89337,47.0479,42.43105,0.8849041180591875,0.8277612609163303,0.057142857142857155,13,1.85,61.38,0.4442513037000251,0.011299664425905312,0.961237926310553,base,adaptive disabled,1.15,84.5,90,100,70,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 1.9x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | QualityRisk:1.15,0,0,0.5,range,0.0175,1.0,14076
DOTUSDT,14078,14091,1703128500,1703141100,LONG,TRAIL,7.149,7.299129,7.64943,6.898785,0.8032137027638203,0.7460708456209632,0.057142857142857176,15,2.42,65.29,0.34947049924356943,0.008625922146346473,1.4122439979335244,base,adaptive disabled,1.0,84.5,90,100,70,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 2.4x | FVG | ChoCH | BullWick | StrongTrend1h | Zone:FVG | MTF 15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0,0,0,0.5,bull,0.1439,1.0,14078
AVAXUSDT,14087,14094,1703136600,1703143800,LONG,TRAIL,44.503,45.437563,47.61821,42.945395,0.5004615834954114,0.4433187263525543,0.05714285714285706,13,1.71,57.47,0.23407444416687423,0.011900613622772421,1.1095498113434568,base,adaptive disabled,1.15,82.1,90,88,70,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 1.7x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | QualityRisk:1.15,0,0,0.65,bull,0.2716,1.0,14087
BTCUSDT,14099,14169,1703147400,1703211300,LONG,TRAIL,43735.5,44278.3,44785.152,43210.674,0.8080848033624226,0.6414181366957562,0.16666666666666638,15,1.73,65.35,0.3026649103252649,0.0021082332972557805,0.6636815699451721,base,adaptive disabled,1.0,81.7,90,86,70,80,LONDON,bullish,bullish,FVG,BOS bullish | Vol 1.7x | FVG | BullWick | Session:LONDON | StrongTrend1h | Zone:FVG | MTF 15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | BullWick+1 | Zone:FVG+1 | Sess:LONDON | Strong1h+0 | NestedOB_1h+2,0,0,0.6,range,0.704,1.0,14098
SOLUSDT,14107,14130,1703154600,1703176200,LONG,TRAIL,87.47,89.30687,93.5929,84.40855,0.7652222304511711,0.7080793733083138,0.057142857142857266,14,1.87,67.87,0.3726708074534177,0.012358142236678159,1.0942809736322099,base,adaptive disabled,1.25,78.5,90,100,50,80,LONDON,bullish,bullish,FVG,BOS bullish | Vol 1.9x | FVG | ChoCH | Engulfing | Session:LONDON | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.25,BOS+2 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:LONDON | Strong1h+0 | QualityRisk:1.15 | RelStrengthRisk:1.25,0,0,0.55,bull,0.6239,1.0,14107
BTCUSDT,14110,14187,1703157300,1703227500,LONG,TRAIL,43950.0,44309.65242498,45148.8414166,43350.5792917,0.0,-0.14664158041735106,0.14664158041735106,14,1.89,65.9,0.36134453781512943,0.004004731035018473,1.3840503382313514,base,adaptive disabled,1.0,78.5,90,100,50,80,OVERLAP,bullish,bullish,FVG,BOS bullish | Vol 1.9x | FVG | ChoCH | Session:OVERLAP | StrongTrend1h | Zone:FVG | MTF 14,BOS+2 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OVERLAP | Strong1h+0 | NestedOB_1h+2,0,0,0.35,bull,0.9743,1.0,14109
ADAUSDT,14111,14137,1703158200,1703182500,LONG,TRAIL,0.6083,0.6210743,0.650881,0.5870095,0.7837970981927612,0.7266542410499041,0.05714285714285717,14,2.72,70.68,0.49295774647887397,0.007548441740506844,1.1361372570339345,base,adaptive disabled,1.15,90.5,90,100,90,80,OVERLAP,bullish,bullish,FVG,BOS bullish | Vol 2.7x | FVG | ChoCH | Engulfing | Session:OVERLAP | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | BTCok+1 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OVERLAP | Strong1h+0 | QualityRisk:1.15,0,0,0.4,bull,0.7186,1.0,14109
BTCUSDT,14114,14217,1703160900,1703254500,LONG,SL,44080.0,44456.90669232,45336.35564106,43451.82217947,-1.056707158874136,-1.1970495860002934,0.1403424271261576,13,1.82,64.68,0.22401025348903553,0.0032981453328179634,1.139851621371571,base,adaptive disabled,1.15,75.7,90,86,50,80,OVERLAP,bullish,bullish,FVG,BOS bullish | Vol 1.8x | FVG | Engulfing | Session:OVERLAP | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | Engulfing+1 | Zone:FVG+1 | Sess:OVERLAP | Strong1h+0 | QualityRisk:1.15,0,0,0.425,bull,1.1366,1.0,14114
DOTUSDT,14120,14122,1703166300,1703169000,LONG,TRAIL,7.615,7.76645424,8.11984747,7.36257627,0.0,-0.06033505645447828,0.06033505645447828,15,2.46,65.29,0.16154873164218905,0.010443817633994532,1.318441943399182,base,adaptive disabled,1.15,80.3,90,79,70,80,NEW_YORK,bullish,bullish,FVG,BOS bullish | Vol 2.5x | FVG | ChoCH | Engulfing | Session:NEW_YORK | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:NEW_YORK | Strong1h+0 | RelStrengthRisk:1.15,0,0,0.6,bull,0.2852,1.0,14120
ADAUSDT,14139,14155,1703183400,1703198700,LONG,TRAIL,0.6161,0.6290381,0.659227,0.5945365,0.635810845712437,0.5786679885695797,0.05714285714285725,13,2.09,68.08,0.2723809523809509,0.014234954235708717,1.8635411830798698,base,adaptive disabled,1.0,80.9,90,82,70,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 2.1x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 13,BOS+2 | 1h+2 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0,0,0,0.6,bull,0.2226,1.0,14137
XLMUSDT,14148,14158,1703191500,1703201400,LONG,TRAIL,0.1233,0.12446855,0.12719517,0.12135241,0.6046553170797392,0.4780372917253276,0.12661802535441155,15,3.28,61.78,0.2500000000000006,0.0035044108735640326,1.0819868580890042,base,adaptive disabled,1.15,82.5,90,90,70,80,DEAD_ZONE,bullish,bullish,FVG,BOS bullish | Vol 3.3x | FVG | ChoCH | BullWick | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+0 | QualityRisk:1.15,0,0,0.5,range,0.1027,1.0,14148
LINKUSDT,14157,14163,1703199600,1703205900,LONG,TRAIL,15.203,15.4295319,15.95810632,14.82544684,0.8525219126147812,0.7719875581943334,0.08053435442044776,13,1.53,61.58,0.17298578199052275,0.0075043519811752515,1.1054660903544347,base,adaptive disabled,1.25,74.5,90,80,50,80,DEAD_ZONE,bullish,bullish,FVG,BOS bullish | Vol 1.5x | FVG | ChoCH | Engulfing | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.25,BOS+2 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+0 | QualityRisk:1.15 | RelStrengthRisk:1.25,0,0,0.35,bull,0.1165,1.0,14157
BTCUSDT,14168,14187,1703209500,1703227500,LONG,TRAIL,44073.5,44390.8292,45131.264,43544.618,0.0,-0.16666666666666738,0.16666666666666738,15,3.13,63.51,0.26355109155806805,0.004511834003863348,1.338275415925027,base,adaptive disabled,1.0,82.7,90,91,70,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 3.1x | FVG | ChoCH | Engulfing | StrongTrend1h | Zone:FVG | MTF 15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0,0,0,0.35,bull,0.3105,1.0,14168
AVAXUSDT,14172,14190,1703213100,1703230200,LONG,SL,47.755,48.757855,51.09785,46.083575,-1.1858144996036317,-1.2429573567464889,0.057142857142857176,14,2.03,61.39,0.2788405797101455,0.020078743497572212,1.7345933118086727,base,adaptive disabled,1.15,89.1,90,93,90,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 2.0x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | RelStrengthRisk:1.15,0,0,0.45,bull,1.409,1.0,14170
ETHUSDT,14188,14190,1703227500,1703230200,LONG,TRAIL,2251.66,2268.37188622,2307.3662874,2223.8068563,0.995214152968021,0.8335333011222004,0.16168085184582054,14,2.82,66.47,0.21138464734601084,0.005421842933801311,1.5537907785461167,base,adaptive disabled,1.15,87.5,90,85,90,80,OFF_HOURS,bullish,bullish,FVG,BOS bullish | Vol 2.8x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | RelStrengthRisk:1.15,0,0,0.425,range,0.1967,1.0,14186
ETHUSDT,14189,14194,1703228400,1703233800,LONG,TRAIL,2268.06,2297.28991109,2365.49303696,2219.34348152,0.8464618442067388,0.7533492790741905,0.09311256513254826,15,3.68,62.54,0.21542130365660192,0.013826906061188289,3.5824689064269695,base,adaptive disabled,1.15,77.5,90,65,70,80,LONDON,bullish,bullish,FVG,BOS bullish | Vol 3.7x | FVG | ChoCH | Engulfing | BullWick | Session:LONDON | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Engulfing+1 | BullWick+1 | Zone:FVG+1 | Sess:LONDON | Strong1h+0 | RelStrengthRisk:1.15,0,0,0.375,range,0.054,1.0,14189
ETHUSDT,14198,14389,1703236500,1703409300,LONG,EXPIRED,2308.09,2355.79712706,2467.11375687,2228.57812157,0.0,-0.05805648276897318,0.05805648276897318,13,2.02,70.42,0.3901769036369629,0.009648900675251397,2.352828039980826,base,adaptive disabled,1.15,82.5,90,90,70,80,LONDON,bullish,bullish,FVG,BOS bullish | Vol 2.0x | FVG | ChoCH | BullWick | Session:LONDON | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+1 | BTC+2 | FVG+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:LONDON | Strong1h+0 | RelStrengthRisk:1.15,0,0,0.525,bull,0.5378,1.0,14198
ETHUSDT,14200,14391,1703238300,1703411100,LONG,EXPIRED,2308.09,2356.27447513,2468.70491709,2227.78254145,0.0,-0.0574813358976603,0.0574813358976603,14,1.61,66.72,0.3452418926103141,0.011937499048399261,2.881768809568773,base,adaptive disabled,1.15,76.5,90,90,50,80,LONDON,bullish,bullish,FVG,BOS bullish | Vol 1.6x | FVG | ChoCH | BullWick | Session:LONDON | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:LONDON | Strong1h+0 | RelStrengthRisk:1.15,0,0,0.5,bull,0.5325,1.0,14199
XLMUSDT,14239,14274,1703273400,1703305800,LONG,SL,0.1262,0.12755583,0.13071945,0.12394028,-1.017825217283559,-1.1295204715628497,0.11169525427929092,14,2.75,60.79,0.25000000000000433,0.002640055308573454,0.8236972569349365,base,adaptive disabled,1.15,88.5,90,90,90,80,DEAD_ZONE,bullish,bullish,FVG,BOS bullish | Vol 2.8x | FVG | BullWick | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | BullWick+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+0 | QualityRisk:1.15,0,0,0.325,range,1.1506,1.0,14239
SOLUSDT,14308,14327,1703335500,1703353500,LONG,TRAIL,96.65,98.21016236,101.85054121,94.04972939,0.6370438766114759,0.5627054599649103,0.07433841664656561,16,1.79,65.04,0.28409090909091056,0.00824512300755409,1.1085625947914715,base,adaptive disabled,1.25,77.3,90,94,50,80,OVERLAP,bullish,bullish,FVG,BOS bullish | Vol 1.8x | FVG | ChoCH | Engulfing | Session:OVERLAP | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.25,BOS+2 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OVERLAP | Strong1h+0 | NestedOB_1h+2 | QualityRisk:1.15 | RelStrengthRisk:1.25,0,0,0.55,range,0.523,1.0,14308
ETHUSDT,14333,14353,1703358000,1703376900,LONG,TRAIL,2299.27,2315.824744,2354.45248,2271.67876,0.39425750689933714,0.22759084023267168,0.16666666666666546,13,5.81,65.77,0.19763779527558914,0.003720541541622435,1.727988196647192,base,adaptive disabled,1.0,70.6,60,83,70,80,OFF_HOURS,neutral,bullish,FVG,BOS bullish | Vol 5.8x | FVG | ChoCH | Zone:FVG | MTF 13,BOS+2 | 1hN+1 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS,0,0,0.475,bull,0.4933,1.0,14332
ETHUSDT,14334,14351,1703358900,1703375100,LONG,TRAIL,2294.49,2311.010328,2349.55776,2266.95612,0.7532410312784729,0.5865743646118059,0.16666666666666693,15,1.79,55.41,0.16753022452504313,0.0049943822201036344,2.1230386802457177,base,adaptive disabled,1.15,65.0,60,70,60,80,DEAD_ZONE,neutral,bullish,OB,BOS bullish | Vol 1.8x | FVG | OB | ChoCH | BullWick | Zone:OB | MTF 15 | Risk x1.15,BOS+2 | 1hN+1 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | OB+1 | ChoCH+1 | BullWick+1 | Zone:OB+1 | Sess:DEAD_ZONE | NestedOB_1h+2 | QualityRisk:1.15,0,0,0.65,bull,0.3207,1.0,14334
XLMUSDT,14334,14359,1703358900,1703382300,LONG,TRAIL,0.1267,0.12761224,0.1297408,0.1251796,0.5167965745040726,0.35012990783740644,0.16666666666666613,13,1.98,63.31,0.3103448275862029,0.0018397539301663525,0.7769894104535212,base,adaptive disabled,1.0,81.9,90,87,70,80,DEAD_ZONE,bullish,bullish,FVG,BOS bullish | Vol 2.0x | FVG | BullWick | StrongTrend1h | Zone:FVG | MTF 13,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | BullWick+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+0,0,0,0.325,range,0.3289,1.0,14334
