symbol,direction,entry_time,exit_time,entry,sl,tp1,outcome,net_r,risk_pct,size_mult,eff_ratio,z
AAVEUSDT,SHORT,1771668000,1771672500,120.49,122.02428571428571,118.95571428571428,SL,-1.0942379888268157,0.01273371826944737,1,0.501955671447197,1.3750087520694774
LABUSDT,SHORT,1771669800,1771713000,0.14048,0.14312285714285714,0.13783714285714285,EXPIRED,0.2994577297297257,0.01881304913765052,1,0.08325171400587537,1.3747118593350187
DOTUSDT,SHORT,1771671600,1771690500,1.386,1.4037142857142857,1.368285714285714,TP2,0.9061096774193549,0.01278086992372708,1,0.3924050632911406,1.2916508421322555
AAVEUSDT,SHORT,1771678800,1771684200,122.39,124.01571428571428,120.76428571428572,SL,-1.090340597539543,0.013283064676152357,1,0.4480198019801995,1.040992425079218
NEARUSDT,LONG,1771682400,1771686900,1.0783,1.0648428571428572,1.0917571428571429,SL,-1.0961541401273893,0.01247996184470253,1,0.12787723785166244,-1.1850958528832372
TAOUSDT,SHORT,1771686000,1771697700,182.3,184.8,179.8,SL,-1.087504,0.013713658804168952,1,0.1724137931034488,1.012424364800835
XLMUSDT,LONG,1771731900,1771775100,0.15546,0.15346999999999997,0.15745,EXPIRED,-0.7068100502512491,0.012800720442557648,1,0.7886178861788676,-1.5837231029329815
ZECUSDT,LONG,1771731900,1771749900,255.37,251.95714285714286,258.78285714285715,SL,-1.089791042277103,0.013364362074077445,1,0.3012048192771118,-1.8590403196031455
LABUSDT,LONG,1771732800,1771738200,0.13641,0.13454857142857143,0.13827142857142857,TP2,0.9120610897927858,0.013645836606030125,1,0.543859649122806,-1.9887114621462887
ZECUSDT,LONG,1771752600,1771762500,250.09,246.84428571428572,253.3357142857143,SL,-1.0924628521126758,0.01297818499625852,1,0.43409490333919154,-1.85804543022794
LABUSDT,LONG,1771764300,1771777800,0.13668,0.1350357142857143,0.1383242857142857,SL,-1.099749087749783,0.012030185208411686,1,0.23556942277690854,-1.103919024610483
TAOUSDT,LONG,1771772400,1771775100,174.5,172.27142857142857,176.72857142857143,TP2,0.9060384615384616,0.012771182971756032,1,0.4499999999999977,-1.021016151963555
LABUSDT,LONG,1771778700,1771787700,0.13525,0.13349,0.13701000000000002,TP2,0.9077840909090911,0.013012939001848455,1,0.2374269005847965,-1.458130391184542
LABUSDT,LONG,1771809300,1771828200,0.13434,0.13206857142857142,0.13661142857142855,TP2,0.929027924528302,0.01690805844445865,1,0.13250517598343795,-1.2435137999759327
AAVEUSDT,LONG,1771811100,1771827300,112.5,110.76285714285714,114.23714285714286,TP2,0.9222861842105264,0.015441269841269855,1,0.5064655172413803,-2.373940479234645
ADAUSDT,LONG,1771811100,1771827300,0.2601,0.2559857142857143,0.2642142857142857,TP2,0.9241374999999998,0.01581809194265938,1,0.4659685863874381,-2.3432169649949723
ZECUSDT,SHORT,1771828200,1771830900,243.34,248.40857142857143,238.27142857142857,SL,-1.0576114994363022,0.02082917493454194,1,0.4211150652431814,1.8435290269436653
NEARUSDT,SHORT,1771829100,1771837200,1.0069,1.0195142857142856,0.9942857142857142,TP2,0.9042133635334088,0.01252784359349062,1,0.46005509641872827,1.86865127605388
TAOUSDT,SHORT,1771831800,1771839900,169.0,171.34285714285716,166.65714285714284,SL,-1.086560975609756,0.013863060016906176,1,0.11111111111111219,1.3067058048228897
AAVEUSDT,SHORT,1771841700,1771850700,117.52,118.99857142857142,116.04142857142857,SL,-1.0953785507246379,0.012581445103568975,1,0.5063145809414474,2.1002603249927247
HYPEUSDT,SHORT,1771841700,1771844400,28.119,28.460285714285714,27.777714285714286,TP2,0.9011303474257013,0.012137192442324219,1,0.3325842696629191,2.212273690713339
SUIUSDT,SHORT,1771841700,1771850700,0.9038,0.9147714285714286,0.8928285714285715,SL,-1.098853125,0.012139221698858782,1,0.38222849083215893,1.6424089171827243
LABUSDT,SHORT,1771848000,1771852500,0.13854,0.14025142857142858,0.1368285714285714,TP2,0.9028601001669451,0.012353317247210727,1,0.2582972582972606,1.7555588976816399
SUIUSDT,LONG,1771857900,1771861500,0.8987,0.8873857142857143,0.9100142857142858,SL,-1.0953166666666665,0.012589613568805759,1,0.17878192534381113,-1.7082050550509245
TAOUSDT,LONG,1771857900,1771863300,170.7,167.94285714285715,173.45714285714283,SL,-1.074294300518135,0.016151979245125077,1,0.2058823529411761,-1.5404290360811652
XRPUSDT,LONG,1771858800,1771863300,1.3829,1.360957142857143,1.404842857142857,SL,-1.07562734375,0.015867276840593778,1,0.0615384615384624,-1.5241511551055777
LABUSDT,LONG,1771863300,1771868700,0.13553,0.13318285714285716,0.13787714285714286,SL,-1.0692910529519175,0.01731825320698627,1,0.310414560161781,-1.443306641642557
HYPEUSDT,LONG,1771897500,1771902900,26.101,25.68342857142857,26.518571428571427,SL,-1.075008005473828,0.01599829234785753,1,0.19158878504672866,-2.0695978581341876
AAVEUSDT,LONG,1771899300,1771902900,114.41,112.90142857142858,115.91857142857141,SL,-1.0910079545454552,0.013185660594103825,1,0.08243727598566432,-1.1352280952144906
ETHUSDT,LONG,1771899300,1771906500,1843.92,1819.1457142857143,1868.6942857142858,SL,-1.089314542728636,0.013435661912819244,1,0.22626599888703222,-1.6332525789040897
BTCUSDT,LONG,1771903800,1771907400,63678.8,62903.07142857143,64454.52857142858,SL,-1.098506826761938,0.012181896823253144,1,0.42064833307727556,-2.0138593073923676
ZECUSDT,LONG,1771903800,1771911000,235.02,231.07285714285715,238.96714285714287,SL,-1.0714501628664497,0.01679492322841823,1,0.3333333333333346,-1.7983022025016804
AVAXUSDT,SHORT,1771983900,1771992900,8.612,8.732428571428573,8.491571428571428,TP2,0.914186476868328,0.013983809966160263,1,0.4267100977198724,2.477921432001861
DOTUSDT,SHORT,1771983900,1771998300,1.28,1.3011428571428572,1.258857142857143,TP2,0.9273513513513514,0.016517857142857157,1,0.41573033707864887,2.408039791935803
HYPEUSDT,SHORT,1771983900,1771990200,27.69,28.087285714285716,27.292714285714286,TP2,0.9163624595469255,0.01434762420677913,1,0.23723723723723805,1.8450717866436064
LABUSDT,SHORT,1771991100,1771992000,0.13937,0.14211285714285712,0.13662714285714286,SL,-1.060974375,0.01968039852807016,1,0.6577868852459003,1.3132983224654988
HYPEUSDT,LONG,1771992000,1772024400,27.041,26.59314285714286,27.488857142857142,TP2,0.9275456459330141,0.016562151653309477,1,0.08059467918622826,-1.3635005646415679
ZECUSDT,LONG,1771993800,1772026200,238.61,233.05285714285716,244.16714285714286,TP2,0.9484749614395888,0.023289647781496423,1,0.2051948051948044,-1.5076167810388377
AAVEUSDT,LONG,1771999200,1772010900,116.58,115.11285714285714,118.04714285714286,TP2,0.9046473222979553,0.012584858956449294,1,0.2155388471177954,-1.6044175963153056
