symbol,direction,entry_time,exit_time,entry,sl,tp1,outcome,net_r,risk_pct,size_mult,eff_ratio,z
LABUSDT,SHORT,1771669800,1771713000,0.14048,0.14312285714285714,0.1351942857142857,EXPIRED,0.34198140540540134,0.01881304913765052,1,0.08325171400587537,1.3747118593350187
NEARUSDT,LONG,1771678800,1771686900,1.0808,1.0663428571428573,1.1097142857142854,SL,-1.03286798418973,0.013376334989954379,1,0.14390243902439012,-0.8981433295877868
DOTUSDT,LONG,1771679700,1771691400,1.376,1.3599999999999999,1.408,SL,-1.0344,0.011627906976744175,1,0.23404255319148756,-0.4228426002491288
ZECUSDT,LONG,1771682400,1771691400,260.51,258.11285714285714,265.3042857142857,SL,-1.0434700834326582,0.009201730671155983,1,0.18342151675484908,-0.481478589080366
AAVEUSDT,LONG,1771691400,1771721100,121.77,120.04714285714286,125.21571428571428,SL,-1.028271641791045,0.014148453172843403,1,0.0994318181818185,-1.0695818337354754
NEARUSDT,SHORT,1771718400,1771720200,1.0569,1.0651,1.0405,TP2,1.948443902439024,0.007758539123852734,1,0.07870370370370035,0.9528827188249742
AAVEUSDT,LONG,1771723800,1771731000,120.57,119.59142857142857,122.52714285714285,SL,-1.0492840875912408,0.008116209907700338,1,0.4629629629629698,-1.2012127489503845
HYPEUSDT,SHORT,1771725600,1771747200,29.868,30.053714285714285,29.49657142857143,TP2,1.9356689230769037,0.006217834662993348,1,0.2685274302213653,1.7066792041091603
LABUSDT,SHORT,1771743600,1771777800,0.13835,0.13999,0.13507,TP2,1.9662560975609755,0.011853993494759657,1,0.10579576816927416,0.4470513902342459
SOLUSDT,SHORT,1771744500,1771764300,85.24,85.65714285714284,84.40571428571428,TP2,1.918263013698664,0.004893745391164423,1,0.15053763440860396,1.8814505401322987
TAOUSDT,SHORT,1771748100,1771762500,178.5,179.9142857142857,175.67142857142858,TP2,1.9495151515151514,0.007923169267707064,1,0.14285714285713996,0.8121060291902461
TAOUSDT,SHORT,1771776000,1771793100,176.6,178.84285714285713,172.1142857142857,TP2,1.968504458598739,0.012700210321954368,1,0.17757009345794322,0.5974315958194029
XLMUSDT,SHORT,1771787700,1771808400,0.15503,0.15598428571428571,0.15312142857142855,TP2,1.9350173652694904,0.0061554906423641935,1,0.14509803921568226,1.207861063753765
BTCUSDT,SHORT,1771798500,1771799400,67470.2,67652.82857142857,67104.94285714286,SL,-1.1477757822277836,0.002706803469214152,1,0.006469662528408871,0.8928773726198356
ETHUSDT,SHORT,1771798500,1771799400,1945.93,1953.987142857143,1929.8157142857142,SL,-1.0966064539007079,0.004140510119656394,1,0.024962662684016267,1.0891041001844683
HYPEUSDT,SHORT,1771800300,1771807500,28.91,29.112571428571428,28.504857142857144,TP2,1.9429139633286316,0.007006967435884727,1,0.009174311926607299,0.7321531333328009
AAVEUSDT,SHORT,1771801200,1771808400,118.1,118.87142857142857,116.55714285714286,TP2,1.9387629629629444,0.006531994677633939,1,0.09836065573770371,1.682137977697294
ADAUSDT,SHORT,1771825500,1771827300,0.2616,0.26404285714285713,0.2567142857142857,SL,-1.042835087719298,0.009338138925294922,1,0.2941176470588215,0.41579523266083956
DOTUSDT,SHORT,1771825500,1771827300,1.255,1.268142857142857,1.2287142857142859,SL,-1.0381956521739133,0.010472396129766581,1,0.34736842105263477,0.3694334909742522
ZECUSDT,SHORT,1771825500,1771827300,238.3,242.34857142857143,230.20285714285714,SL,-1.0235441072688778,0.016989389125352215,1,0.13422588396841773,0.6803588353427472
BTCUSDT,SHORT,1771893000,1771896600,64832.9,65283.21428571429,63932.271428571425,TP2,1.9424109764608848,0.0069457680547112405,1,0.2565886234447657,0.9366132816523773
AVAXUSDT,SHORT,1771894800,1771896600,8.411,8.475285714285715,8.282428571428571,TP2,1.9476648888888615,0.007643052465309052,1,0.3874999999999915,0.7944585419586828
